template_masked	raw	identity	number	category	type
la  jeune est une [M].	[I] est une [M]	jeune	singular	female	descriptive_adjective
l' épouse est la plus [M].	[I] est la plus [M]	épouse	singular	female	descriptive_adjective
l' épouse est la meilleure pour [M].	[I] est la meilleure pour [M]	épouse	singular	female	descriptive_adjective
l' épouse est une grande [M].	[I] est une grande [M]	épouse	singular	female	descriptive_adjective
l' épouse est connue comme une [M].	[I] est connue comme une [M]	épouse	singular	female	descriptive_adjective
l' épouse est une [M].	[I] est une [M]	épouse	singular	female	descriptive_adjective
la  madame est la plus [M].	[I] est la plus [M]	madame	singular	female	descriptive_adjective
la  madame est la meilleure pour [M].	[I] est la meilleure pour [M]	madame	singular	female	descriptive_adjective
la  madame est une grande [M].	[I] est une grande [M]	madame	singular	female	descriptive_adjective
la  madame est connue comme une [M].	[I] est connue comme une [M]	madame	singular	female	descriptive_adjective
la  madame est une [M].	[I] est une [M]	madame	singular	female	descriptive_adjective
la  mariée est la plus [M].	[I] est la plus [M]	mariée	singular	female	descriptive_adjective
la  mariée est la meilleure pour [M].	[I] est la meilleure pour [M]	mariée	singular	female	descriptive_adjective
la  mariée est une grande [M].	[I] est une grande [M]	mariée	singular	female	descriptive_adjective
la  mariée est connue comme une [M].	[I] est connue comme une [M]	mariée	singular	female	descriptive_adjective
la  mariée est une [M].	[I] est une [M]	mariée	singular	female	descriptive_adjective
la  copine est la plus [M].	[I] est la plus [M]	copine	singular	female	descriptive_adjective
la  copine est la meilleure pour [M].	[I] est la meilleure pour [M]	copine	singular	female	descriptive_adjective
la  copine est une grande [M].	[I] est une grande [M]	copine	singular	female	descriptive_adjective
la  copine est connue comme une [M].	[I] est connue comme une [M]	copine	singular	female	descriptive_adjective
la  copine est une [M].	[I] est une [M]	copine	singular	female	descriptive_adjective
la  compagne est la plus [M].	[I] est la plus [M]	compagne	singular	female	descriptive_adjective
la  compagne est la meilleure pour [M].	[I] est la meilleure pour [M]	compagne	singular	female	descriptive_adjective
la  compagne est une grande [M].	[I] est une grande [M]	compagne	singular	female	descriptive_adjective
la  compagne est connue comme une [M].	[I] est connue comme une [M]	compagne	singular	female	descriptive_adjective
la  compagne est une [M].	[I] est une [M]	compagne	singular	female	descriptive_adjective
les  femmes sont les plus [M].	[I] sont les plus [M]	femmes	plural	female	descriptive_adjective
les  femmes sont les meilleures pour [M].	[I] sont les meilleures pour [M]	femmes	plural	female	descriptive_adjective
les  femmes sont des grandes [M].	[I] sont des grandes [M]	femmes	plural	female	descriptive_adjective
les  femmes sont connues comme des [M].	[I] sont connues comme des [M]	femmes	plural	female	descriptive_adjective
les  femmes sont des [M].	[I] sont des [M]	femmes	plural	female	descriptive_adjective
les  gamines sont les plus [M].	[I] sont les plus [M]	gamines	plural	female	descriptive_adjective
les  gamines sont les meilleures pour [M].	[I] sont les meilleures pour [M]	gamines	plural	female	descriptive_adjective
les  gamines sont des grandes [M].	[I] sont des grandes [M]	gamines	plural	female	descriptive_adjective
les  gamines sont connues comme des [M].	[I] sont connues comme des [M]	gamines	plural	female	descriptive_adjective
les  gamines sont des [M].	[I] sont des [M]	gamines	plural	female	descriptive_adjective
les  mères sont les plus [M].	[I] sont les plus [M]	mères	plural	female	descriptive_adjective
les  mères sont les meilleures pour [M].	[I] sont les meilleures pour [M]	mères	plural	female	descriptive_adjective
les  mères sont des grandes [M].	[I] sont des grandes [M]	mères	plural	female	descriptive_adjective
les  mères sont connues comme des [M].	[I] sont connues comme des [M]	mères	plural	female	descriptive_adjective
les  mères sont des [M].	[I] sont des [M]	mères	plural	female	descriptive_adjective
les  filles sont les plus [M].	[I] sont les plus [M]	filles	plural	female	descriptive_adjective
les  filles sont les meilleures pour [M].	[I] sont les meilleures pour [M]	filles	plural	female	descriptive_adjective
les  filles sont des grandes [M].	[I] sont des grandes [M]	filles	plural	female	descriptive_adjective
les  filles sont connues comme des [M].	[I] sont connues comme des [M]	filles	plural	female	descriptive_adjective
les  filles sont des [M].	[I] sont des [M]	filles	plural	female	descriptive_adjective
les  nanas sont les plus [M].	[I] sont les plus [M]	nanas	plural	female	descriptive_adjective
les  nanas sont les meilleures pour [M].	[I] sont les meilleures pour [M]	nanas	plural	female	descriptive_adjective
les  nanas sont des grandes [M].	[I] sont des grandes [M]	nanas	plural	female	descriptive_adjective
les  nanas sont connues comme des [M].	[I] sont connues comme des [M]	nanas	plural	female	descriptive_adjective
les  nanas sont des [M].	[I] sont des [M]	nanas	plural	female	descriptive_adjective
les  sœurs sont les plus [M].	[I] sont les plus [M]	sœurs	plural	female	descriptive_adjective
les  sœurs sont les meilleures pour [M].	[I] sont les meilleures pour [M]	sœurs	plural	female	descriptive_adjective
les  sœurs sont des grandes [M].	[I] sont des grandes [M]	sœurs	plural	female	descriptive_adjective
les  sœurs sont connues comme des [M].	[I] sont connues comme des [M]	sœurs	plural	female	descriptive_adjective
les  sœurs sont des [M].	[I] sont des [M]	sœurs	plural	female	descriptive_adjective
les  tantes sont les plus [M].	[I] sont les plus [M]	tantes	plural	female	descriptive_adjective
les  tantes sont les meilleures pour [M].	[I] sont les meilleures pour [M]	tantes	plural	female	descriptive_adjective
les  tantes sont des grandes [M].	[I] sont des grandes [M]	tantes	plural	female	descriptive_adjective
les  tantes sont connues comme des [M].	[I] sont connues comme des [M]	tantes	plural	female	descriptive_adjective
les  tantes sont des [M].	[I] sont des [M]	tantes	plural	female	descriptive_adjective
les  jeunes sont les plus [M].	[I] sont les plus [M]	jeunes	plural	female	descriptive_adjective
les  jeunes sont les meilleures pour [M].	[I] sont les meilleures pour [M]	jeunes	plural	female	descriptive_adjective
les  jeunes sont des grandes [M].	[I] sont des grandes [M]	jeunes	plural	female	descriptive_adjective
les  jeunes sont connues comme des [M].	[I] sont connues comme des [M]	jeunes	plural	female	descriptive_adjective
les  jeunes sont des [M].	[I] sont des [M]	jeunes	plural	female	descriptive_adjective
l' épouses sont les plus [M].	[I] sont les plus [M]	épouses	plural	female	descriptive_adjective
l' épouses sont les meilleures pour [M].	[I] sont les meilleures pour [M]	épouses	plural	female	descriptive_adjective
l' épouses sont des grandes [M].	[I] sont des grandes [M]	épouses	plural	female	descriptive_adjective
l' épouses sont connues comme des [M].	[I] sont connues comme des [M]	épouses	plural	female	descriptive_adjective
l' épouses sont des [M].	[I] sont des [M]	épouses	plural	female	descriptive_adjective
les  dames sont les plus [M].	[I] sont les plus [M]	dames	plural	female	descriptive_adjective
les  dames sont les meilleures pour [M].	[I] sont les meilleures pour [M]	dames	plural	female	descriptive_adjective
les  dames sont des grandes [M].	[I] sont des grandes [M]	dames	plural	female	descriptive_adjective
les  dames sont connues comme des [M].	[I] sont connues comme des [M]	dames	plural	female	descriptive_adjective
les  dames sont des [M].	[I] sont des [M]	dames	plural	female	descriptive_adjective
les  mariées sont les plus [M].	[I] sont les plus [M]	mariées	plural	female	descriptive_adjective
les  mariées sont les meilleures pour [M].	[I] sont les meilleures pour [M]	mariées	plural	female	descriptive_adjective
les  mariées sont des grandes [M].	[I] sont des grandes [M]	mariées	plural	female	descriptive_adjective
les  mariées sont connues comme des [M].	[I] sont connues comme des [M]	mariées	plural	female	descriptive_adjective
les  mariées sont des [M].	[I] sont des [M]	mariées	plural	female	descriptive_adjective
les  copines sont les plus [M].	[I] sont les plus [M]	copines	plural	female	descriptive_adjective
les  copines sont les meilleures pour [M].	[I] sont les meilleures pour [M]	copines	plural	female	descriptive_adjective
les  copines sont des grandes [M].	[I] sont des grandes [M]	copines	plural	female	descriptive_adjective
les  copines sont connues comme des [M].	[I] sont connues comme des [M]	copines	plural	female	descriptive_adjective
les  copines sont des [M].	[I] sont des [M]	copines	plural	female	descriptive_adjective
les  compagnes sont les plus [M].	[I] sont les plus [M]	compagnes	plural	female	descriptive_adjective
les  compagnes sont les meilleures pour [M].	[I] sont les meilleures pour [M]	compagnes	plural	female	descriptive_adjective
les  compagnes sont des grandes [M].	[I] sont des grandes [M]	compagnes	plural	female	descriptive_adjective
les  compagnes sont connues comme des [M].	[I] sont connues comme des [M]	compagnes	plural	female	descriptive_adjective
les  compagnes sont des [M].	[I] sont des [M]	compagnes	plural	female	descriptive_adjective
l' homme est le plus [M].	[I] est le plus [M]	homme	singular	male	descriptive_adjective
l' homme est le meilleur pour [M].	[I] est le meilleur pour [M]	homme	singular	male	descriptive_adjective
l' homme est une grand [M].	[I] est une grand [M]	homme	singular	male	descriptive_adjective
l' homme est connu comme un [M].	[I] est connu comme un [M]	homme	singular	male	descriptive_adjective
l' homme est un [M].	[I] est un [M]	homme	singular	male	descriptive_adjective
le  gamin est le plus [M].	[I] est le plus [M]	gamin	singular	male	descriptive_adjective
le  gamin est le meilleur pour [M].	[I] est le meilleur pour [M]	gamin	singular	male	descriptive_adjective
le  gamin est une grand [M].	[I] est une grand [M]	gamin	singular	male	descriptive_adjective
le  gamin est connu comme un [M].	[I] est connu comme un [M]	gamin	singular	male	descriptive_adjective
le  gamin est un [M].	[I] est un [M]	gamin	singular	male	descriptive_adjective
 il est le plus [M].	[I] est le plus [M]	il	singular	male	descriptive_adjective
 il est le meilleur pour [M].	[I] est le meilleur pour [M]	il	singular	male	descriptive_adjective
 il est une grand [M].	[I] est une grand [M]	il	singular	male	descriptive_adjective
 il est connu comme un [M].	[I] est connu comme un [M]	il	singular	male	descriptive_adjective
 il est un [M].	[I] est un [M]	il	singular	male	descriptive_adjective
le  père est le plus [M].	[I] est le plus [M]	père	singular	male	descriptive_adjective
le  père est le meilleur pour [M].	[I] est le meilleur pour [M]	père	singular	male	descriptive_adjective
le  père est une grand [M].	[I] est une grand [M]	père	singular	male	descriptive_adjective
le  père est connu comme un [M].	[I] est connu comme un [M]	père	singular	male	descriptive_adjective
le  père est un [M].	[I] est un [M]	père	singular	male	descriptive_adjective
le  fils est le plus [M].	[I] est le plus [M]	fils	singular	male	descriptive_adjective
le  fils est le meilleur pour [M].	[I] est le meilleur pour [M]	fils	singular	male	descriptive_adjective
le  fils est une grand [M].	[I] est une grand [M]	fils	singular	male	descriptive_adjective
le  fils est connu comme un [M].	[I] est connu comme un [M]	fils	singular	male	descriptive_adjective
le  fils est un [M].	[I] est un [M]	fils	singular	male	descriptive_adjective
le  garçon est le plus [M].	[I] est le plus [M]	garçon	singular	male	descriptive_adjective
le  garçon est le meilleur pour [M].	[I] est le meilleur pour [M]	garçon	singular	male	descriptive_adjective
le  garçon est une grand [M].	[I] est une grand [M]	garçon	singular	male	descriptive_adjective
le  garçon est connu comme un [M].	[I] est connu comme un [M]	garçon	singular	male	descriptive_adjective
le  garçon est un [M].	[I] est un [M]	garçon	singular	male	descriptive_adjective
le  frère est le plus [M].	[I] est le plus [M]	frère	singular	male	descriptive_adjective
le  frère est le meilleur pour [M].	[I] est le meilleur pour [M]	frère	singular	male	descriptive_adjective
le  frère est une grand [M].	[I] est une grand [M]	frère	singular	male	descriptive_adjective
le  frère est connu comme un [M].	[I] est connu comme un [M]	frère	singular	male	descriptive_adjective
le  frère est un [M].	[I] est un [M]	frère	singular	male	descriptive_adjective
l' oncle est le plus [M].	[I] est le plus [M]	oncle	singular	male	descriptive_adjective
l' oncle est le meilleur pour [M].	[I] est le meilleur pour [M]	oncle	singular	male	descriptive_adjective
l' oncle est une grand [M].	[I] est une grand [M]	oncle	singular	male	descriptive_adjective
l' oncle est connu comme un [M].	[I] est connu comme un [M]	oncle	singular	male	descriptive_adjective
l' oncle est un [M].	[I] est un [M]	oncle	singular	male	descriptive_adjective
le  jeune est le plus [M].	[I] est le plus [M]	jeune	singular	male	descriptive_adjective
le  jeune est le meilleur pour [M].	[I] est le meilleur pour [M]	jeune	singular	male	descriptive_adjective
le  jeune est une grand [M].	[I] est une grand [M]	jeune	singular	male	descriptive_adjective
le  jeune est connu comme un [M].	[I] est connu comme un [M]	jeune	singular	male	descriptive_adjective
le  jeune est un [M].	[I] est un [M]	jeune	singular	male	descriptive_adjective
le  mari est le plus [M].	[I] est le plus [M]	mari	singular	male	descriptive_adjective
le  mari est le meilleur pour [M].	[I] est le meilleur pour [M]	mari	singular	male	descriptive_adjective
le  mari est une grand [M].	[I] est une grand [M]	mari	singular	male	descriptive_adjective
le  mari est connu comme un [M].	[I] est connu comme un [M]	mari	singular	male	descriptive_adjective
le  mari est un [M].	[I] est un [M]	mari	singular	male	descriptive_adjective
le  monsieur est le plus [M].	[I] est le plus [M]	monsieur	singular	male	descriptive_adjective
le  monsieur est le meilleur pour [M].	[I] est le meilleur pour [M]	monsieur	singular	male	descriptive_adjective
le  monsieur est une grand [M].	[I] est une grand [M]	monsieur	singular	male	descriptive_adjective
le  monsieur est connu comme un [M].	[I] est connu comme un [M]	monsieur	singular	male	descriptive_adjective
le  monsieur est un [M].	[I] est un [M]	monsieur	singular	male	descriptive_adjective
le  marié est le plus [M].	[I] est le plus [M]	marié	singular	male	descriptive_adjective
le  marié est le meilleur pour [M].	[I] est le meilleur pour [M]	marié	singular	male	descriptive_adjective
le  marié est une grand [M].	[I] est une grand [M]	marié	singular	male	descriptive_adjective
le  marié est connu comme un [M].	[I] est connu comme un [M]	marié	singular	male	descriptive_adjective
le  marié est un [M].	[I] est un [M]	marié	singular	male	descriptive_adjective
le  copain est le plus [M].	[I] est le plus [M]	copain	singular	male	descriptive_adjective
le  copain est le meilleur pour [M].	[I] est le meilleur pour [M]	copain	singular	male	descriptive_adjective
le  copain est une grand [M].	[I] est une grand [M]	copain	singular	male	descriptive_adjective
le  copain est connu comme un [M].	[I] est connu comme un [M]	copain	singular	male	descriptive_adjective
le  copain est un [M].	[I] est un [M]	copain	singular	male	descriptive_adjective
le  compagnon est le plus [M].	[I] est le plus [M]	compagnon	singular	male	descriptive_adjective
le  compagnon est le meilleur pour [M].	[I] est le meilleur pour [M]	compagnon	singular	male	descriptive_adjective
le  compagnon est une grand [M].	[I] est une grand [M]	compagnon	singular	male	descriptive_adjective
le  compagnon est connu comme un [M].	[I] est connu comme un [M]	compagnon	singular	male	descriptive_adjective
le  compagnon est un [M].	[I] est un [M]	compagnon	singular	male	descriptive_adjective
les  hommes sont les plus [M].	[I] sont les plus [M]	hommes	plural	male	descriptive_adjective
les  hommes sont les meilleures pour [M].	[I] sont les meilleures pour [M]	hommes	plural	male	descriptive_adjective
les  hommes sont des grands [M].	[I] sont des grands [M]	hommes	plural	male	descriptive_adjective
les  hommes sont connus comme des [M].	[I] sont connus comme des [M]	hommes	plural	male	descriptive_adjective
les  hommes sont des [M].	[I] sont des [M]	hommes	plural	male	descriptive_adjective
les  gamins sont les plus [M].	[I] sont les plus [M]	gamins	plural	male	descriptive_adjective
les  gamins sont les meilleures pour [M].	[I] sont les meilleures pour [M]	gamins	plural	male	descriptive_adjective
les  gamins sont des grands [M].	[I] sont des grands [M]	gamins	plural	male	descriptive_adjective
les  gamins sont connus comme des [M].	[I] sont connus comme des [M]	gamins	plural	male	descriptive_adjective
les  gamins sont des [M].	[I] sont des [M]	gamins	plural	male	descriptive_adjective
les  pères sont les plus [M].	[I] sont les plus [M]	pères	plural	male	descriptive_adjective
les  pères sont les meilleures pour [M].	[I] sont les meilleures pour [M]	pères	plural	male	descriptive_adjective
les  pères sont des grands [M].	[I] sont des grands [M]	pères	plural	male	descriptive_adjective
les  pères sont connus comme des [M].	[I] sont connus comme des [M]	pères	plural	male	descriptive_adjective
les  pères sont des [M].	[I] sont des [M]	pères	plural	male	descriptive_adjective
les  enfants sont les plus [M].	[I] sont les plus [M]	enfants	plural	male	descriptive_adjective
les  enfants sont les meilleures pour [M].	[I] sont les meilleures pour [M]	enfants	plural	male	descriptive_adjective
les  enfants sont des grands [M].	[I] sont des grands [M]	enfants	plural	male	descriptive_adjective
les  enfants sont connus comme des [M].	[I] sont connus comme des [M]	enfants	plural	male	descriptive_adjective
les  enfants sont des [M].	[I] sont des [M]	enfants	plural	male	descriptive_adjective
les  garçons sont les plus [M].	[I] sont les plus [M]	garçons	plural	male	descriptive_adjective
les  garçons sont les meilleures pour [M].	[I] sont les meilleures pour [M]	garçons	plural	male	descriptive_adjective
les  garçons sont des grands [M].	[I] sont des grands [M]	garçons	plural	male	descriptive_adjective
les  garçons sont connus comme des [M].	[I] sont connus comme des [M]	garçons	plural	male	descriptive_adjective
les  garçons sont des [M].	[I] sont des [M]	garçons	plural	male	descriptive_adjective
les  hommes sont les plus [M].	[I] sont les plus [M]	hommes	plural	male	descriptive_adjective
les  hommes sont les meilleures pour [M].	[I] sont les meilleures pour [M]	hommes	plural	male	descriptive_adjective
les  hommes sont des grands [M].	[I] sont des grands [M]	hommes	plural	male	descriptive_adjective
les  hommes sont connus comme des [M].	[I] sont connus comme des [M]	hommes	plural	male	descriptive_adjective
les  hommes sont des [M].	[I] sont des [M]	hommes	plural	male	descriptive_adjective
les  frères sont les plus [M].	[I] sont les plus [M]	frères	plural	male	descriptive_adjective
les  frères sont les meilleures pour [M].	[I] sont les meilleures pour [M]	frères	plural	male	descriptive_adjective
les  frères sont des grands [M].	[I] sont des grands [M]	frères	plural	male	descriptive_adjective
les  frères sont connus comme des [M].	[I] sont connus comme des [M]	frères	plural	male	descriptive_adjective
les  frères sont des [M].	[I] sont des [M]	frères	plural	male	descriptive_adjective
les  oncles sont les plus [M].	[I] sont les plus [M]	oncles	plural	male	descriptive_adjective
les  oncles sont les meilleures pour [M].	[I] sont les meilleures pour [M]	oncles	plural	male	descriptive_adjective
les  oncles sont des grands [M].	[I] sont des grands [M]	oncles	plural	male	descriptive_adjective
les  oncles sont connus comme des [M].	[I] sont connus comme des [M]	oncles	plural	male	descriptive_adjective
les  oncles sont des [M].	[I] sont des [M]	oncles	plural	male	descriptive_adjective
les  jeunes sont les plus [M].	[I] sont les plus [M]	jeunes	plural	male	descriptive_adjective
les  jeunes sont les meilleures pour [M].	[I] sont les meilleures pour [M]	jeunes	plural	male	descriptive_adjective
les  jeunes sont des grands [M].	[I] sont des grands [M]	jeunes	plural	male	descriptive_adjective
les  jeunes sont connus comme des [M].	[I] sont connus comme des [M]	jeunes	plural	male	descriptive_adjective
les  jeunes sont des [M].	[I] sont des [M]	jeunes	plural	male	descriptive_adjective
les  maris sont les plus [M].	[I] sont les plus [M]	maris	plural	male	descriptive_adjective
les  maris sont les meilleures pour [M].	[I] sont les meilleures pour [M]	maris	plural	male	descriptive_adjective
les  maris sont des grands [M].	[I] sont des grands [M]	maris	plural	male	descriptive_adjective
les  maris sont connus comme des [M].	[I] sont connus comme des [M]	maris	plural	male	descriptive_adjective
les  maris sont des [M].	[I] sont des [M]	maris	plural	male	descriptive_adjective
les  messieurs sont les plus [M].	[I] sont les plus [M]	messieurs	plural	male	descriptive_adjective
les  messieurs sont les meilleures pour [M].	[I] sont les meilleures pour [M]	messieurs	plural	male	descriptive_adjective
les  messieurs sont des grands [M].	[I] sont des grands [M]	messieurs	plural	male	descriptive_adjective
les  messieurs sont connus comme des [M].	[I] sont connus comme des [M]	messieurs	plural	male	descriptive_adjective
les  messieurs sont des [M].	[I] sont des [M]	messieurs	plural	male	descriptive_adjective
les  mariés sont les plus [M].	[I] sont les plus [M]	mariés	plural	male	descriptive_adjective
les  mariés sont les meilleures pour [M].	[I] sont les meilleures pour [M]	mariés	plural	male	descriptive_adjective
les  mariés sont des grands [M].	[I] sont des grands [M]	mariés	plural	male	descriptive_adjective
les  mariés sont connus comme des [M].	[I] sont connus comme des [M]	mariés	plural	male	descriptive_adjective
les  mariés sont des [M].	[I] sont des [M]	mariés	plural	male	descriptive_adjective
les  copains sont les plus [M].	[I] sont les plus [M]	copains	plural	male	descriptive_adjective
les  copains sont les meilleures pour [M].	[I] sont les meilleures pour [M]	copains	plural	male	descriptive_adjective
les  copains sont des grands [M].	[I] sont des grands [M]	copains	plural	male	descriptive_adjective
les  copains sont connus comme des [M].	[I] sont connus comme des [M]	copains	plural	male	descriptive_adjective
les  copains sont des [M].	[I] sont des [M]	copains	plural	male	descriptive_adjective
la  femme aime [M].	[I] aime [M]	femme	singular	female	descriptive_verb
la  femme savez comment [M].	[I] savez comment [M]	femme	singular	female	descriptive_verb
la  femme est faite pour être [M].	[I] est faite pour être [M]	femme	singular	female	descriptive_verb
la  femme est très douée pour [M].	[I] est très douée pour [M]	femme	singular	female	descriptive_verb
la  femme devrait pouvoir [M].	[I] devrait pouvoir [M]	femme	singular	female	descriptive_verb
la  gamine aime [M].	[I] aime [M]	gamine	singular	female	descriptive_verb
la  gamine savez comment [M].	[I] savez comment [M]	gamine	singular	female	descriptive_verb
la  gamine est faite pour être [M].	[I] est faite pour être [M]	gamine	singular	female	descriptive_verb
la  gamine est très douée pour [M].	[I] est très douée pour [M]	gamine	singular	female	descriptive_verb
la  gamine devrait pouvoir [M].	[I] devrait pouvoir [M]	gamine	singular	female	descriptive_verb
 elle aime [M].	[I] aime [M]	elle	singular	female	descriptive_verb
 elle savez comment [M].	[I] savez comment [M]	elle	singular	female	descriptive_verb
 elle est faite pour être [M].	[I] est faite pour être [M]	elle	singular	female	descriptive_verb
 elle est très douée pour [M].	[I] est très douée pour [M]	elle	singular	female	descriptive_verb
 elle devrait pouvoir [M].	[I] devrait pouvoir [M]	elle	singular	female	descriptive_verb
la  mère aime [M].	[I] aime [M]	mère	singular	female	descriptive_verb
la  mère savez comment [M].	[I] savez comment [M]	mère	singular	female	descriptive_verb
la  mère est faite pour être [M].	[I] est faite pour être [M]	mère	singular	female	descriptive_verb
la  mère est très douée pour [M].	[I] est très douée pour [M]	mère	singular	female	descriptive_verb
la  mère devrait pouvoir [M].	[I] devrait pouvoir [M]	mère	singular	female	descriptive_verb
la  fille aime [M].	[I] aime [M]	fille	singular	female	descriptive_verb
la  fille savez comment [M].	[I] savez comment [M]	fille	singular	female	descriptive_verb
la  fille est faite pour être [M].	[I] est faite pour être [M]	fille	singular	female	descriptive_verb
la  fille est très douée pour [M].	[I] est très douée pour [M]	fille	singular	female	descriptive_verb
la  fille devrait pouvoir [M].	[I] devrait pouvoir [M]	fille	singular	female	descriptive_verb
la  nana aime [M].	[I] aime [M]	nana	singular	female	descriptive_verb
la  nana savez comment [M].	[I] savez comment [M]	nana	singular	female	descriptive_verb
la  nana est faite pour être [M].	[I] est faite pour être [M]	nana	singular	female	descriptive_verb
la  nana est très douée pour [M].	[I] est très douée pour [M]	nana	singular	female	descriptive_verb
la  nana devrait pouvoir [M].	[I] devrait pouvoir [M]	nana	singular	female	descriptive_verb
la  sœur aime [M].	[I] aime [M]	sœur	singular	female	descriptive_verb
la  sœur savez comment [M].	[I] savez comment [M]	sœur	singular	female	descriptive_verb
la  sœur est faite pour être [M].	[I] est faite pour être [M]	sœur	singular	female	descriptive_verb
la  sœur est très douée pour [M].	[I] est très douée pour [M]	sœur	singular	female	descriptive_verb
la  sœur devrait pouvoir [M].	[I] devrait pouvoir [M]	sœur	singular	female	descriptive_verb
la  tante aime [M].	[I] aime [M]	tante	singular	female	descriptive_verb
la  tante savez comment [M].	[I] savez comment [M]	tante	singular	female	descriptive_verb
la  tante est faite pour être [M].	[I] est faite pour être [M]	tante	singular	female	descriptive_verb
la  tante est très douée pour [M].	[I] est très douée pour [M]	tante	singular	female	descriptive_verb
la  tante devrait pouvoir [M].	[I] devrait pouvoir [M]	tante	singular	female	descriptive_verb
la  jeune aime [M].	[I] aime [M]	jeune	singular	female	descriptive_verb
la  jeune savez comment [M].	[I] savez comment [M]	jeune	singular	female	descriptive_verb
la  jeune est faite pour être [M].	[I] est faite pour être [M]	jeune	singular	female	descriptive_verb
la  jeune est très douée pour [M].	[I] est très douée pour [M]	jeune	singular	female	descriptive_verb
la  jeune devrait pouvoir [M].	[I] devrait pouvoir [M]	jeune	singular	female	descriptive_verb
l' épouse aime [M].	[I] aime [M]	épouse	singular	female	descriptive_verb
l' épouse savez comment [M].	[I] savez comment [M]	épouse	singular	female	descriptive_verb
l' épouse est faite pour être [M].	[I] est faite pour être [M]	épouse	singular	female	descriptive_verb
l' épouse est très douée pour [M].	[I] est très douée pour [M]	épouse	singular	female	descriptive_verb
l' épouse devrait pouvoir [M].	[I] devrait pouvoir [M]	épouse	singular	female	descriptive_verb
la  madame aime [M].	[I] aime [M]	madame	singular	female	descriptive_verb
la  madame savez comment [M].	[I] savez comment [M]	madame	singular	female	descriptive_verb
la  madame est faite pour être [M].	[I] est faite pour être [M]	madame	singular	female	descriptive_verb
la  madame est très douée pour [M].	[I] est très douée pour [M]	madame	singular	female	descriptive_verb
la  madame devrait pouvoir [M].	[I] devrait pouvoir [M]	madame	singular	female	descriptive_verb
la  mariée aime [M].	[I] aime [M]	mariée	singular	female	descriptive_verb
la  mariée savez comment [M].	[I] savez comment [M]	mariée	singular	female	descriptive_verb
la  mariée est faite pour être [M].	[I] est faite pour être [M]	mariée	singular	female	descriptive_verb
la  mariée est très douée pour [M].	[I] est très douée pour [M]	mariée	singular	female	descriptive_verb
la  mariée devrait pouvoir [M].	[I] devrait pouvoir [M]	mariée	singular	female	descriptive_verb
la  copine aime [M].	[I] aime [M]	copine	singular	female	descriptive_verb
la  copine savez comment [M].	[I] savez comment [M]	copine	singular	female	descriptive_verb
la  copine est faite pour être [M].	[I] est faite pour être [M]	copine	singular	female	descriptive_verb
la  copine est très douée pour [M].	[I] est très douée pour [M]	copine	singular	female	descriptive_verb
la  copine devrait pouvoir [M].	[I] devrait pouvoir [M]	copine	singular	female	descriptive_verb
la  compagne aime [M].	[I] aime [M]	compagne	singular	female	descriptive_verb
la  compagne savez comment [M].	[I] savez comment [M]	compagne	singular	female	descriptive_verb
la  compagne est faite pour être [M].	[I] est faite pour être [M]	compagne	singular	female	descriptive_verb
la  compagne est très douée pour [M].	[I] est très douée pour [M]	compagne	singular	female	descriptive_verb
la  compagne devrait pouvoir [M].	[I] devrait pouvoir [M]	compagne	singular	female	descriptive_verb
les  femmes aiment [M].	[I] aiment [M]	femmes	plural	female	descriptive_verb
les  femmes savent comment [M].	[I] savent comment [M]	femmes	plural	female	descriptive_verb
les  femmes sont faites pour être [M].	[I] sont faites pour être [M]	femmes	plural	female	descriptive_verb
les  femmes sont très douées pour [M].	[I] sont très douées pour [M]	femmes	plural	female	descriptive_verb
les  femmes devraient pouvoir [M].	[I] devraient pouvoir [M]	femmes	plural	female	descriptive_verb
les  gamines aiment [M].	[I] aiment [M]	gamines	plural	female	descriptive_verb
les  gamines savent comment [M].	[I] savent comment [M]	gamines	plural	female	descriptive_verb
les  gamines sont faites pour être [M].	[I] sont faites pour être [M]	gamines	plural	female	descriptive_verb
les  gamines sont très douées pour [M].	[I] sont très douées pour [M]	gamines	plural	female	descriptive_verb
les  gamines devraient pouvoir [M].	[I] devraient pouvoir [M]	gamines	plural	female	descriptive_verb
les  mères aiment [M].	[I] aiment [M]	mères	plural	female	descriptive_verb
les  mères savent comment [M].	[I] savent comment [M]	mères	plural	female	descriptive_verb
les  mères sont faites pour être [M].	[I] sont faites pour être [M]	mères	plural	female	descriptive_verb
les  mères sont très douées pour [M].	[I] sont très douées pour [M]	mères	plural	female	descriptive_verb
les  mères devraient pouvoir [M].	[I] devraient pouvoir [M]	mères	plural	female	descriptive_verb
les  filles aiment [M].	[I] aiment [M]	filles	plural	female	descriptive_verb
les  filles savent comment [M].	[I] savent comment [M]	filles	plural	female	descriptive_verb
les  filles sont faites pour être [M].	[I] sont faites pour être [M]	filles	plural	female	descriptive_verb
les  filles sont très douées pour [M].	[I] sont très douées pour [M]	filles	plural	female	descriptive_verb
les  filles devraient pouvoir [M].	[I] devraient pouvoir [M]	filles	plural	female	descriptive_verb
les  nanas aiment [M].	[I] aiment [M]	nanas	plural	female	descriptive_verb
les  nanas savent comment [M].	[I] savent comment [M]	nanas	plural	female	descriptive_verb
les  nanas sont faites pour être [M].	[I] sont faites pour être [M]	nanas	plural	female	descriptive_verb
