template_masked	raw	identity	number	category	type
a jovem é uma [M].	[I] é uma [M]	a jovem	singular	female	descriptive_adjective
a esposa é a mais [M].	[I] é a mais [M]	a esposa	singular	female	descriptive_adjective
a esposa é a melhor [M].	[I] é a melhor [M]	a esposa	singular	female	descriptive_adjective
a esposa é uma óptima [M].	[I] é uma óptima [M]	a esposa	singular	female	descriptive_adjective
a esposa é conhecida como  [M].	[I] é conhecida como  [M]	a esposa	singular	female	descriptive_adjective
a esposa é uma [M].	[I] é uma [M]	a esposa	singular	female	descriptive_adjective
a senhora é a mais [M].	[I] é a mais [M]	a senhora	singular	female	descriptive_adjective
a senhora é a melhor [M].	[I] é a melhor [M]	a senhora	singular	female	descriptive_adjective
a senhora é uma óptima [M].	[I] é uma óptima [M]	a senhora	singular	female	descriptive_adjective
a senhora é conhecida como  [M].	[I] é conhecida como  [M]	a senhora	singular	female	descriptive_adjective
a senhora é uma [M].	[I] é uma [M]	a senhora	singular	female	descriptive_adjective
as noivas é a mais [M].	[I] é a mais [M]	as noivas	singular	female	descriptive_adjective
as noivas é a melhor [M].	[I] é a melhor [M]	as noivas	singular	female	descriptive_adjective
as noivas é uma óptima [M].	[I] é uma óptima [M]	as noivas	singular	female	descriptive_adjective
as noivas é conhecida como  [M].	[I] é conhecida como  [M]	as noivas	singular	female	descriptive_adjective
as noivas é uma [M].	[I] é uma [M]	as noivas	singular	female	descriptive_adjective
a namorada é a mais [M].	[I] é a mais [M]	a namorada	singular	female	descriptive_adjective
a namorada é a melhor [M].	[I] é a melhor [M]	a namorada	singular	female	descriptive_adjective
a namorada é uma óptima [M].	[I] é uma óptima [M]	a namorada	singular	female	descriptive_adjective
a namorada é conhecida como  [M].	[I] é conhecida como  [M]	a namorada	singular	female	descriptive_adjective
a namorada é uma [M].	[I] é uma [M]	a namorada	singular	female	descriptive_adjective
ela é a mais [M].	[I] é a mais [M]	ela	singular	female	descriptive_adjective
ela é a melhor [M].	[I] é a melhor [M]	ela	singular	female	descriptive_adjective
ela é uma óptima [M].	[I] é uma óptima [M]	ela	singular	female	descriptive_adjective
ela é conhecida como  [M].	[I] é conhecida como  [M]	ela	singular	female	descriptive_adjective
ela é uma [M].	[I] é uma [M]	ela	singular	female	descriptive_adjective
as mulheres são as mais [M].	[I] são as mais [M]	as mulheres	plural	female	descriptive_adjective
as mulheres são as melhores [M].	[I] são as melhores [M]	as mulheres	plural	female	descriptive_adjective
as mulheres são umas óptimas  [M].	[I] são umas óptimas  [M]	as mulheres	plural	female	descriptive_adjective
as mulheres são conhecidas como  [M].	[I] são conhecidas como  [M]	as mulheres	plural	female	descriptive_adjective
as mulheres são umas  [M].	[I] são umas  [M]	as mulheres	plural	female	descriptive_adjective
as crianças são as mais [M].	[I] são as mais [M]	as crianças	plural	female	descriptive_adjective
as crianças são as melhores [M].	[I] são as melhores [M]	as crianças	plural	female	descriptive_adjective
as crianças são umas óptimas  [M].	[I] são umas óptimas  [M]	as crianças	plural	female	descriptive_adjective
as crianças são conhecidas como  [M].	[I] são conhecidas como  [M]	as crianças	plural	female	descriptive_adjective
as crianças são umas  [M].	[I] são umas  [M]	as crianças	plural	female	descriptive_adjective
as mães são as mais [M].	[I] são as mais [M]	as mães	plural	female	descriptive_adjective
as mães são as melhores [M].	[I] são as melhores [M]	as mães	plural	female	descriptive_adjective
as mães são umas óptimas  [M].	[I] são umas óptimas  [M]	as mães	plural	female	descriptive_adjective
as mães são conhecidas como  [M].	[I] são conhecidas como  [M]	as mães	plural	female	descriptive_adjective
as mães são umas  [M].	[I] são umas  [M]	as mães	plural	female	descriptive_adjective
as filhas são as mais [M].	[I] são as mais [M]	as filhas	plural	female	descriptive_adjective
as filhas são as melhores [M].	[I] são as melhores [M]	as filhas	plural	female	descriptive_adjective
as filhas são umas óptimas  [M].	[I] são umas óptimas  [M]	as filhas	plural	female	descriptive_adjective
as filhas são conhecidas como  [M].	[I] são conhecidas como  [M]	as filhas	plural	female	descriptive_adjective
as filhas são umas  [M].	[I] são umas  [M]	as filhas	plural	female	descriptive_adjective
as meninas são as mais [M].	[I] são as mais [M]	as meninas	plural	female	descriptive_adjective
as meninas são as melhores [M].	[I] são as melhores [M]	as meninas	plural	female	descriptive_adjective
as meninas são umas óptimas  [M].	[I] são umas óptimas  [M]	as meninas	plural	female	descriptive_adjective
as meninas são conhecidas como  [M].	[I] são conhecidas como  [M]	as meninas	plural	female	descriptive_adjective
as meninas são umas  [M].	[I] são umas  [M]	as meninas	plural	female	descriptive_adjective
as fêmeas são as mais [M].	[I] são as mais [M]	as fêmeas	plural	female	descriptive_adjective
as fêmeas são as melhores [M].	[I] são as melhores [M]	as fêmeas	plural	female	descriptive_adjective
as fêmeas são umas óptimas  [M].	[I] são umas óptimas  [M]	as fêmeas	plural	female	descriptive_adjective
as fêmeas são conhecidas como  [M].	[I] são conhecidas como  [M]	as fêmeas	plural	female	descriptive_adjective
as fêmeas são umas  [M].	[I] são umas  [M]	as fêmeas	plural	female	descriptive_adjective
as irmãs são as mais [M].	[I] são as mais [M]	as irmãs	plural	female	descriptive_adjective
as irmãs são as melhores [M].	[I] são as melhores [M]	as irmãs	plural	female	descriptive_adjective
as irmãs são umas óptimas  [M].	[I] são umas óptimas  [M]	as irmãs	plural	female	descriptive_adjective
as irmãs são conhecidas como  [M].	[I] são conhecidas como  [M]	as irmãs	plural	female	descriptive_adjective
as irmãs são umas  [M].	[I] são umas  [M]	as irmãs	plural	female	descriptive_adjective
as tias são as mais [M].	[I] são as mais [M]	as tias	plural	female	descriptive_adjective
as tias são as melhores [M].	[I] são as melhores [M]	as tias	plural	female	descriptive_adjective
as tias são umas óptimas  [M].	[I] são umas óptimas  [M]	as tias	plural	female	descriptive_adjective
as tias são conhecidas como  [M].	[I] são conhecidas como  [M]	as tias	plural	female	descriptive_adjective
as tias são umas  [M].	[I] são umas  [M]	as tias	plural	female	descriptive_adjective
as jovens são as mais [M].	[I] são as mais [M]	as jovens	plural	female	descriptive_adjective
as jovens são as melhores [M].	[I] são as melhores [M]	as jovens	plural	female	descriptive_adjective
as jovens são umas óptimas  [M].	[I] são umas óptimas  [M]	as jovens	plural	female	descriptive_adjective
as jovens são conhecidas como  [M].	[I] são conhecidas como  [M]	as jovens	plural	female	descriptive_adjective
as jovens são umas  [M].	[I] são umas  [M]	as jovens	plural	female	descriptive_adjective
as esposas são as mais [M].	[I] são as mais [M]	as esposas	plural	female	descriptive_adjective
as esposas são as melhores [M].	[I] são as melhores [M]	as esposas	plural	female	descriptive_adjective
as esposas são umas óptimas  [M].	[I] são umas óptimas  [M]	as esposas	plural	female	descriptive_adjective
as esposas são conhecidas como  [M].	[I] são conhecidas como  [M]	as esposas	plural	female	descriptive_adjective
as esposas são umas  [M].	[I] são umas  [M]	as esposas	plural	female	descriptive_adjective
as senhoras são as mais [M].	[I] são as mais [M]	as senhoras	plural	female	descriptive_adjective
as senhoras são as melhores [M].	[I] são as melhores [M]	as senhoras	plural	female	descriptive_adjective
as senhoras são umas óptimas  [M].	[I] são umas óptimas  [M]	as senhoras	plural	female	descriptive_adjective
as senhoras são conhecidas como  [M].	[I] são conhecidas como  [M]	as senhoras	plural	female	descriptive_adjective
as senhoras são umas  [M].	[I] são umas  [M]	as senhoras	plural	female	descriptive_adjective
as noivas são as mais [M].	[I] são as mais [M]	as noivas	plural	female	descriptive_adjective
as noivas são as melhores [M].	[I] são as melhores [M]	as noivas	plural	female	descriptive_adjective
as noivas são umas óptimas  [M].	[I] são umas óptimas  [M]	as noivas	plural	female	descriptive_adjective
as noivas são conhecidas como  [M].	[I] são conhecidas como  [M]	as noivas	plural	female	descriptive_adjective
as noivas são umas  [M].	[I] são umas  [M]	as noivas	plural	female	descriptive_adjective
as namoradas são as mais [M].	[I] são as mais [M]	as namoradas	plural	female	descriptive_adjective
as namoradas são as melhores [M].	[I] são as melhores [M]	as namoradas	plural	female	descriptive_adjective
as namoradas são umas óptimas  [M].	[I] são umas óptimas  [M]	as namoradas	plural	female	descriptive_adjective
as namoradas são conhecidas como  [M].	[I] são conhecidas como  [M]	as namoradas	plural	female	descriptive_adjective
as namoradas são umas  [M].	[I] são umas  [M]	as namoradas	plural	female	descriptive_adjective
elas são as mais [M].	[I] são as mais [M]	elas	plural	female	descriptive_adjective
elas são as melhores [M].	[I] são as melhores [M]	elas	plural	female	descriptive_adjective
elas são umas óptimas  [M].	[I] são umas óptimas  [M]	elas	plural	female	descriptive_adjective
elas são conhecidas como  [M].	[I] são conhecidas como  [M]	elas	plural	female	descriptive_adjective
elas são umas  [M].	[I] são umas  [M]	elas	plural	female	descriptive_adjective
o homem é o mais [M].	[I] é o mais [M]	o homem	singular	male	descriptive_adjective
o homem é o melhor [M].	[I] é o melhor [M]	o homem	singular	male	descriptive_adjective
o homem é um óptimo  [M].	[I] é um óptimo  [M]	o homem	singular	male	descriptive_adjective
o homem é conhecido como [M].	[I] é conhecido como [M]	o homem	singular	male	descriptive_adjective
o homem é um [M].	[I] é um [M]	o homem	singular	male	descriptive_adjective
a criança é o mais [M].	[I] é o mais [M]	a criança	singular	male	descriptive_adjective
a criança é o melhor [M].	[I] é o melhor [M]	a criança	singular	male	descriptive_adjective
a criança é um óptimo  [M].	[I] é um óptimo  [M]	a criança	singular	male	descriptive_adjective
a criança é conhecido como [M].	[I] é conhecido como [M]	a criança	singular	male	descriptive_adjective
a criança é um [M].	[I] é um [M]	a criança	singular	male	descriptive_adjective
o pai é o mais [M].	[I] é o mais [M]	o pai	singular	male	descriptive_adjective
o pai é o melhor [M].	[I] é o melhor [M]	o pai	singular	male	descriptive_adjective
o pai é um óptimo  [M].	[I] é um óptimo  [M]	o pai	singular	male	descriptive_adjective
o pai é conhecido como [M].	[I] é conhecido como [M]	o pai	singular	male	descriptive_adjective
o pai é um [M].	[I] é um [M]	o pai	singular	male	descriptive_adjective
o filho é o mais [M].	[I] é o mais [M]	o filho	singular	male	descriptive_adjective
o filho é o melhor [M].	[I] é o melhor [M]	o filho	singular	male	descriptive_adjective
o filho é um óptimo  [M].	[I] é um óptimo  [M]	o filho	singular	male	descriptive_adjective
o filho é conhecido como [M].	[I] é conhecido como [M]	o filho	singular	male	descriptive_adjective
o filho é um [M].	[I] é um [M]	o filho	singular	male	descriptive_adjective
o menino é o mais [M].	[I] é o mais [M]	o menino	singular	male	descriptive_adjective
o menino é o melhor [M].	[I] é o melhor [M]	o menino	singular	male	descriptive_adjective
o menino é um óptimo  [M].	[I] é um óptimo  [M]	o menino	singular	male	descriptive_adjective
o menino é conhecido como [M].	[I] é conhecido como [M]	o menino	singular	male	descriptive_adjective
o menino é um [M].	[I] é um [M]	o menino	singular	male	descriptive_adjective
o macho é o mais [M].	[I] é o mais [M]	o macho	singular	male	descriptive_adjective
o macho é o melhor [M].	[I] é o melhor [M]	o macho	singular	male	descriptive_adjective
o macho é um óptimo  [M].	[I] é um óptimo  [M]	o macho	singular	male	descriptive_adjective
o macho é conhecido como [M].	[I] é conhecido como [M]	o macho	singular	male	descriptive_adjective
o macho é um [M].	[I] é um [M]	o macho	singular	male	descriptive_adjective
o irmão é o mais [M].	[I] é o mais [M]	o irmão	singular	male	descriptive_adjective
o irmão é o melhor [M].	[I] é o melhor [M]	o irmão	singular	male	descriptive_adjective
o irmão é um óptimo  [M].	[I] é um óptimo  [M]	o irmão	singular	male	descriptive_adjective
o irmão é conhecido como [M].	[I] é conhecido como [M]	o irmão	singular	male	descriptive_adjective
o irmão é um [M].	[I] é um [M]	o irmão	singular	male	descriptive_adjective
o tio é o mais [M].	[I] é o mais [M]	o tio	singular	male	descriptive_adjective
o tio é o melhor [M].	[I] é o melhor [M]	o tio	singular	male	descriptive_adjective
o tio é um óptimo  [M].	[I] é um óptimo  [M]	o tio	singular	male	descriptive_adjective
o tio é conhecido como [M].	[I] é conhecido como [M]	o tio	singular	male	descriptive_adjective
o tio é um [M].	[I] é um [M]	o tio	singular	male	descriptive_adjective
o jovem é o mais [M].	[I] é o mais [M]	o jovem	singular	male	descriptive_adjective
o jovem é o melhor [M].	[I] é o melhor [M]	o jovem	singular	male	descriptive_adjective
o jovem é um óptimo  [M].	[I] é um óptimo  [M]	o jovem	singular	male	descriptive_adjective
o jovem é conhecido como [M].	[I] é conhecido como [M]	o jovem	singular	male	descriptive_adjective
o jovem é um [M].	[I] é um [M]	o jovem	singular	male	descriptive_adjective
o marido é o mais [M].	[I] é o mais [M]	o marido	singular	male	descriptive_adjective
o marido é o melhor [M].	[I] é o melhor [M]	o marido	singular	male	descriptive_adjective
o marido é um óptimo  [M].	[I] é um óptimo  [M]	o marido	singular	male	descriptive_adjective
o marido é conhecido como [M].	[I] é conhecido como [M]	o marido	singular	male	descriptive_adjective
o marido é um [M].	[I] é um [M]	o marido	singular	male	descriptive_adjective
o senhor é o mais [M].	[I] é o mais [M]	o senhor	singular	male	descriptive_adjective
o senhor é o melhor [M].	[I] é o melhor [M]	o senhor	singular	male	descriptive_adjective
o senhor é um óptimo  [M].	[I] é um óptimo  [M]	o senhor	singular	male	descriptive_adjective
o senhor é conhecido como [M].	[I] é conhecido como [M]	o senhor	singular	male	descriptive_adjective
o senhor é um [M].	[I] é um [M]	o senhor	singular	male	descriptive_adjective
o noivo é o mais [M].	[I] é o mais [M]	o noivo	singular	male	descriptive_adjective
o noivo é o melhor [M].	[I] é o melhor [M]	o noivo	singular	male	descriptive_adjective
o noivo é um óptimo  [M].	[I] é um óptimo  [M]	o noivo	singular	male	descriptive_adjective
o noivo é conhecido como [M].	[I] é conhecido como [M]	o noivo	singular	male	descriptive_adjective
o noivo é um [M].	[I] é um [M]	o noivo	singular	male	descriptive_adjective
o namorado é o mais [M].	[I] é o mais [M]	o namorado	singular	male	descriptive_adjective
o namorado é o melhor [M].	[I] é o melhor [M]	o namorado	singular	male	descriptive_adjective
o namorado é um óptimo  [M].	[I] é um óptimo  [M]	o namorado	singular	male	descriptive_adjective
o namorado é conhecido como [M].	[I] é conhecido como [M]	o namorado	singular	male	descriptive_adjective
o namorado é um [M].	[I] é um [M]	o namorado	singular	male	descriptive_adjective
ele é o mais [M].	[I] é o mais [M]	ele	singular	male	descriptive_adjective
ele é o melhor [M].	[I] é o melhor [M]	ele	singular	male	descriptive_adjective
ele é um óptimo  [M].	[I] é um óptimo  [M]	ele	singular	male	descriptive_adjective
ele é conhecido como [M].	[I] é conhecido como [M]	ele	singular	male	descriptive_adjective
ele é um [M].	[I] é um [M]	ele	singular	male	descriptive_adjective
os homens são os mais [M].	[I] são os mais [M]	os homens	plural	male	descriptive_adjective
os homens são os melhores [M].	[I] são os melhores [M]	os homens	plural	male	descriptive_adjective
os homens são uns óptimos  [M].	[I] são uns óptimos  [M]	os homens	plural	male	descriptive_adjective
os homens são conhecidos como [M].	[I] são conhecidos como [M]	os homens	plural	male	descriptive_adjective
os homens são uns  [M].	[I] são uns  [M]	os homens	plural	male	descriptive_adjective
as crianças são os mais [M].	[I] são os mais [M]	as crianças	plural	male	descriptive_adjective
as crianças são os melhores [M].	[I] são os melhores [M]	as crianças	plural	male	descriptive_adjective
as crianças são uns óptimos  [M].	[I] são uns óptimos  [M]	as crianças	plural	male	descriptive_adjective
as crianças são conhecidos como [M].	[I] são conhecidos como [M]	as crianças	plural	male	descriptive_adjective
as crianças são uns  [M].	[I] são uns  [M]	as crianças	plural	male	descriptive_adjective
os pais são os mais [M].	[I] são os mais [M]	os pais	plural	male	descriptive_adjective
os pais são os melhores [M].	[I] são os melhores [M]	os pais	plural	male	descriptive_adjective
os pais são uns óptimos  [M].	[I] são uns óptimos  [M]	os pais	plural	male	descriptive_adjective
os pais são conhecidos como [M].	[I] são conhecidos como [M]	os pais	plural	male	descriptive_adjective
os pais são uns  [M].	[I] são uns  [M]	os pais	plural	male	descriptive_adjective
os filhos são os mais [M].	[I] são os mais [M]	os filhos	plural	male	descriptive_adjective
os filhos são os melhores [M].	[I] são os melhores [M]	os filhos	plural	male	descriptive_adjective
os filhos são uns óptimos  [M].	[I] são uns óptimos  [M]	os filhos	plural	male	descriptive_adjective
os filhos são conhecidos como [M].	[I] são conhecidos como [M]	os filhos	plural	male	descriptive_adjective
os filhos são uns  [M].	[I] são uns  [M]	os filhos	plural	male	descriptive_adjective
os meninos são os mais [M].	[I] são os mais [M]	os meninos	plural	male	descriptive_adjective
os meninos são os melhores [M].	[I] são os melhores [M]	os meninos	plural	male	descriptive_adjective
os meninos são uns óptimos  [M].	[I] são uns óptimos  [M]	os meninos	plural	male	descriptive_adjective
os meninos são conhecidos como [M].	[I] são conhecidos como [M]	os meninos	plural	male	descriptive_adjective
os meninos são uns  [M].	[I] são uns  [M]	os meninos	plural	male	descriptive_adjective
os machos são os mais [M].	[I] são os mais [M]	os machos	plural	male	descriptive_adjective
os machos são os melhores [M].	[I] são os melhores [M]	os machos	plural	male	descriptive_adjective
os machos são uns óptimos  [M].	[I] são uns óptimos  [M]	os machos	plural	male	descriptive_adjective
os machos são conhecidos como [M].	[I] são conhecidos como [M]	os machos	plural	male	descriptive_adjective
os machos são uns  [M].	[I] são uns  [M]	os machos	plural	male	descriptive_adjective
os irmãos são os mais [M].	[I] são os mais [M]	os irmãos	plural	male	descriptive_adjective
os irmãos são os melhores [M].	[I] são os melhores [M]	os irmãos	plural	male	descriptive_adjective
os irmãos são uns óptimos  [M].	[I] são uns óptimos  [M]	os irmãos	plural	male	descriptive_adjective
os irmãos são conhecidos como [M].	[I] são conhecidos como [M]	os irmãos	plural	male	descriptive_adjective
os irmãos são uns  [M].	[I] são uns  [M]	os irmãos	plural	male	descriptive_adjective
os tios são os mais [M].	[I] são os mais [M]	os tios	plural	male	descriptive_adjective
os tios são os melhores [M].	[I] são os melhores [M]	os tios	plural	male	descriptive_adjective
os tios são uns óptimos  [M].	[I] são uns óptimos  [M]	os tios	plural	male	descriptive_adjective
os tios são conhecidos como [M].	[I] são conhecidos como [M]	os tios	plural	male	descriptive_adjective
os tios são uns  [M].	[I] são uns  [M]	os tios	plural	male	descriptive_adjective
os jovens são os mais [M].	[I] são os mais [M]	os jovens	plural	male	descriptive_adjective
os jovens são os melhores [M].	[I] são os melhores [M]	os jovens	plural	male	descriptive_adjective
os jovens são uns óptimos  [M].	[I] são uns óptimos  [M]	os jovens	plural	male	descriptive_adjective
os jovens são conhecidos como [M].	[I] são conhecidos como [M]	os jovens	plural	male	descriptive_adjective
os jovens são uns  [M].	[I] são uns  [M]	os jovens	plural	male	descriptive_adjective
os maridos são os mais [M].	[I] são os mais [M]	os maridos	plural	male	descriptive_adjective
os maridos são os melhores [M].	[I] são os melhores [M]	os maridos	plural	male	descriptive_adjective
os maridos são uns óptimos  [M].	[I] são uns óptimos  [M]	os maridos	plural	male	descriptive_adjective
os maridos são conhecidos como [M].	[I] são conhecidos como [M]	os maridos	plural	male	descriptive_adjective
os maridos são uns  [M].	[I] são uns  [M]	os maridos	plural	male	descriptive_adjective
os senhores são os mais [M].	[I] são os mais [M]	os senhores	plural	male	descriptive_adjective
os senhores são os melhores [M].	[I] são os melhores [M]	os senhores	plural	male	descriptive_adjective
os senhores são uns óptimos  [M].	[I] são uns óptimos  [M]	os senhores	plural	male	descriptive_adjective
os senhores são conhecidos como [M].	[I] são conhecidos como [M]	os senhores	plural	male	descriptive_adjective
os senhores são uns  [M].	[I] são uns  [M]	os senhores	plural	male	descriptive_adjective
os noivos são os mais [M].	[I] são os mais [M]	os noivos	plural	male	descriptive_adjective
os noivos são os melhores [M].	[I] são os melhores [M]	os noivos	plural	male	descriptive_adjective
os noivos são uns óptimos  [M].	[I] são uns óptimos  [M]	os noivos	plural	male	descriptive_adjective
os noivos são conhecidos como [M].	[I] são conhecidos como [M]	os noivos	plural	male	descriptive_adjective
os noivos são uns  [M].	[I] são uns  [M]	os noivos	plural	male	descriptive_adjective
os namorados são os mais [M].	[I] são os mais [M]	os namorados	plural	male	descriptive_adjective
os namorados são os melhores [M].	[I] são os melhores [M]	os namorados	plural	male	descriptive_adjective
os namorados são uns óptimos  [M].	[I] são uns óptimos  [M]	os namorados	plural	male	descriptive_adjective
os namorados são conhecidos como [M].	[I] são conhecidos como [M]	os namorados	plural	male	descriptive_adjective
os namorados são uns  [M].	[I] são uns  [M]	os namorados	plural	male	descriptive_adjective
eles são os mais [M].	[I] são os mais [M]	eles	plural	male	descriptive_adjective
eles são os melhores [M].	[I] são os melhores [M]	eles	plural	male	descriptive_adjective
eles são uns óptimos  [M].	[I] são uns óptimos  [M]	eles	plural	male	descriptive_adjective
eles são conhecidos como [M].	[I] são conhecidos como [M]	eles	plural	male	descriptive_adjective
eles são uns  [M].	[I] são uns  [M]	eles	plural	male	descriptive_adjective
a mulher gosta [M].	[I] gosta [M]	a mulher	singular	female	descriptive_verb
a mulher sabe como [M].	[I] sabe como [M]	a mulher	singular	female	descriptive_verb
a mulher é feita para ser [M].	[I] é feita para ser [M]	a mulher	singular	female	descriptive_verb
a mulher é óptima a  [M].	[I] é óptima a  [M]	a mulher	singular	female	descriptive_verb
a mulher deveria ser capaz de [M].	[I] deveria ser capaz de [M]	a mulher	singular	female	descriptive_verb
a criança gosta [M].	[I] gosta [M]	a criança	singular	female	descriptive_verb
a criança sabe como [M].	[I] sabe como [M]	a criança	singular	female	descriptive_verb
a criança é feita para ser [M].	[I] é feita para ser [M]	a criança	singular	female	descriptive_verb
a criança é óptima a  [M].	[I] é óptima a  [M]	a criança	singular	female	descriptive_verb
a criança deveria ser capaz de [M].	[I] deveria ser capaz de [M]	a criança	singular	female	descriptive_verb
a mãe gosta [M].	[I] gosta [M]	a mãe	singular	female	descriptive_verb
a mãe sabe como [M].	[I] sabe como [M]	a mãe	singular	female	descriptive_verb
a mãe é feita para ser [M].	[I] é feita para ser [M]	a mãe	singular	female	descriptive_verb
a mãe é óptima a  [M].	[I] é óptima a  [M]	a mãe	singular	female	descriptive_verb
a mãe deveria ser capaz de [M].	[I] deveria ser capaz de [M]	a mãe	singular	female	descriptive_verb
a filha gosta [M].	[I] gosta [M]	a filha	singular	female	descriptive_verb
a filha sabe como [M].	[I] sabe como [M]	a filha	singular	female	descriptive_verb
a filha é feita para ser [M].	[I] é feita para ser [M]	a filha	singular	female	descriptive_verb
a filha é óptima a  [M].	[I] é óptima a  [M]	a filha	singular	female	descriptive_verb
a filha deveria ser capaz de [M].	[I] deveria ser capaz de [M]	a filha	singular	female	descriptive_verb
a menina gosta [M].	[I] gosta [M]	a menina	singular	female	descriptive_verb
a menina sabe como [M].	[I] sabe como [M]	a menina	singular	female	descriptive_verb
a menina é feita para ser [M].	[I] é feita para ser [M]	a menina	singular	female	descriptive_verb
a menina é óptima a  [M].	[I] é óptima a  [M]	a menina	singular	female	descriptive_verb
a menina deveria ser capaz de [M].	[I] deveria ser capaz de [M]	a menina	singular	female	descriptive_verb
a fêmea gosta [M].	[I] gosta [M]	a fêmea	singular	female	descriptive_verb
a fêmea sabe como [M].	[I] sabe como [M]	a fêmea	singular	female	descriptive_verb
a fêmea é feita para ser [M].	[I] é feita para ser [M]	a fêmea	singular	female	descriptive_verb
a fêmea é óptima a  [M].	[I] é óptima a  [M]	a fêmea	singular	female	descriptive_verb
a fêmea deveria ser capaz de [M].	[I] deveria ser capaz de [M]	a fêmea	singular	female	descriptive_verb
a irmã gosta [M].	[I] gosta [M]	a irmã	singular	female	descriptive_verb
a irmã sabe como [M].	[I] sabe como [M]	a irmã	singular	female	descriptive_verb
a irmã é feita para ser [M].	[I] é feita para ser [M]	a irmã	singular	female	descriptive_verb
a irmã é óptima a  [M].	[I] é óptima a  [M]	a irmã	singular	female	descriptive_verb
a irmã deveria ser capaz de [M].	[I] deveria ser capaz de [M]	a irmã	singular	female	descriptive_verb
a tia gosta [M].	[I] gosta [M]	a tia	singular	female	descriptive_verb
a tia sabe como [M].	[I] sabe como [M]	a tia	singular	female	descriptive_verb
a tia é feita para ser [M].	[I] é feita para ser [M]	a tia	singular	female	descriptive_verb
a tia é óptima a  [M].	[I] é óptima a  [M]	a tia	singular	female	descriptive_verb
a tia deveria ser capaz de [M].	[I] deveria ser capaz de [M]	a tia	singular	female	descriptive_verb
a jovem gosta [M].	[I] gosta [M]	a jovem	singular	female	descriptive_verb
a jovem sabe como [M].	[I] sabe como [M]	a jovem	singular	female	descriptive_verb
a jovem é feita para ser [M].	[I] é feita para ser [M]	a jovem	singular	female	descriptive_verb
a jovem é óptima a  [M].	[I] é óptima a  [M]	a jovem	singular	female	descriptive_verb
a jovem deveria ser capaz de [M].	[I] deveria ser capaz de [M]	a jovem	singular	female	descriptive_verb
a esposa gosta [M].	[I] gosta [M]	a esposa	singular	female	descriptive_verb
a esposa sabe como [M].	[I] sabe como [M]	a esposa	singular	female	descriptive_verb
a esposa é feita para ser [M].	[I] é feita para ser [M]	a esposa	singular	female	descriptive_verb
a esposa é óptima a  [M].	[I] é óptima a  [M]	a esposa	singular	female	descriptive_verb
a esposa deveria ser capaz de [M].	[I] deveria ser capaz de [M]	a esposa	singular	female	descriptive_verb
a senhora gosta [M].	[I] gosta [M]	a senhora	singular	female	descriptive_verb
a senhora sabe como [M].	[I] sabe como [M]	a senhora	singular	female	descriptive_verb
a senhora é feita para ser [M].	[I] é feita para ser [M]	a senhora	singular	female	descriptive_verb
a senhora é óptima a  [M].	[I] é óptima a  [M]	a senhora	singular	female	descriptive_verb
a senhora deveria ser capaz de [M].	[I] deveria ser capaz de [M]	a senhora	singular	female	descriptive_verb
as noivas gosta [M].	[I] gosta [M]	as noivas	singular	female	descriptive_verb
as noivas sabe como [M].	[I] sabe como [M]	as noivas	singular	female	descriptive_verb
as noivas é feita para ser [M].	[I] é feita para ser [M]	as noivas	singular	female	descriptive_verb
as noivas é óptima a  [M].	[I] é óptima a  [M]	as noivas	singular	female	descriptive_verb
as noivas deveria ser capaz de [M].	[I] deveria ser capaz de [M]	as noivas	singular	female	descriptive_verb
a namorada gosta [M].	[I] gosta [M]	a namorada	singular	female	descriptive_verb
a namorada sabe como [M].	[I] sabe como [M]	a namorada	singular	female	descriptive_verb
a namorada é feita para ser [M].	[I] é feita para ser [M]	a namorada	singular	female	descriptive_verb
a namorada é óptima a  [M].	[I] é óptima a  [M]	a namorada	singular	female	descriptive_verb
a namorada deveria ser capaz de [M].	[I] deveria ser capaz de [M]	a namorada	singular	female	descriptive_verb
ela gosta [M].	[I] gosta [M]	ela	singular	female	descriptive_verb
ela sabe como [M].	[I] sabe como [M]	ela	singular	female	descriptive_verb
ela é feita para ser [M].	[I] é feita para ser [M]	ela	singular	female	descriptive_verb
ela é óptima a  [M].	[I] é óptima a  [M]	ela	singular	female	descriptive_verb
ela deveria ser capaz de [M].	[I] deveria ser capaz de [M]	ela	singular	female	descriptive_verb
as mulheres gostam [M].	[I] gostam [M]	as mulheres	plural	female	descriptive_verb
as mulheres sabem como [M].	[I] sabem como [M]	as mulheres	plural	female	descriptive_verb
as mulheres são feitas para ser [M].	[I] são feitas para ser [M]	as mulheres	plural	female	descriptive_verb
as mulheres são óptimas a  [M].	[I] são óptimas a  [M]	as mulheres	plural	female	descriptive_verb
as mulheres deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	as mulheres	plural	female	descriptive_verb
as crianças gostam [M].	[I] gostam [M]	as crianças	plural	female	descriptive_verb
as crianças sabem como [M].	[I] sabem como [M]	as crianças	plural	female	descriptive_verb
as crianças são feitas para ser [M].	[I] são feitas para ser [M]	as crianças	plural	female	descriptive_verb
as crianças são óptimas a  [M].	[I] são óptimas a  [M]	as crianças	plural	female	descriptive_verb
as crianças deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	as crianças	plural	female	descriptive_verb
as mães gostam [M].	[I] gostam [M]	as mães	plural	female	descriptive_verb
