template_masked	raw	identity	number	category	type
 lei è conosciuta come una [M].	[I] è conosciuta come una [M]	lei	singular	female	descriptive_adjective
 lei è una [M].	[I] è una [M]	lei	singular	female	descriptive_adjective
la  madre è la più [M].	[I] è la più [M]	madre	singular	female	descriptive_adjective
la  madre è la miglior [M].	[I] è la miglior [M]	madre	singular	female	descriptive_adjective
la  madre è una gran [M].	[I] è una gran [M]	madre	singular	female	descriptive_adjective
la  madre è conosciuta come una [M].	[I] è conosciuta come una [M]	madre	singular	female	descriptive_adjective
la  madre è una [M].	[I] è una [M]	madre	singular	female	descriptive_adjective
la  figlia è la più [M].	[I] è la più [M]	figlia	singular	female	descriptive_adjective
la  figlia è la miglior [M].	[I] è la miglior [M]	figlia	singular	female	descriptive_adjective
la  figlia è una gran [M].	[I] è una gran [M]	figlia	singular	female	descriptive_adjective
la  figlia è conosciuta come una [M].	[I] è conosciuta come una [M]	figlia	singular	female	descriptive_adjective
la  figlia è una [M].	[I] è una [M]	figlia	singular	female	descriptive_adjective
la  ragazza è la più [M].	[I] è la più [M]	ragazza	singular	female	descriptive_adjective
la  ragazza è la miglior [M].	[I] è la miglior [M]	ragazza	singular	female	descriptive_adjective
la  ragazza è una gran [M].	[I] è una gran [M]	ragazza	singular	female	descriptive_adjective
la  ragazza è conosciuta come una [M].	[I] è conosciuta come una [M]	ragazza	singular	female	descriptive_adjective
la  ragazza è una [M].	[I] è una [M]	ragazza	singular	female	descriptive_adjective
la  femmina è la più [M].	[I] è la più [M]	femmina	singular	female	descriptive_adjective
la  femmina è la miglior [M].	[I] è la miglior [M]	femmina	singular	female	descriptive_adjective
la  femmina è una gran [M].	[I] è una gran [M]	femmina	singular	female	descriptive_adjective
la  femmina è conosciuta come una [M].	[I] è conosciuta come una [M]	femmina	singular	female	descriptive_adjective
la  femmina è una [M].	[I] è una [M]	femmina	singular	female	descriptive_adjective
la  sorella è la più [M].	[I] è la più [M]	sorella	singular	female	descriptive_adjective
la  sorella è la miglior [M].	[I] è la miglior [M]	sorella	singular	female	descriptive_adjective
la  sorella è una gran [M].	[I] è una gran [M]	sorella	singular	female	descriptive_adjective
la  sorella è conosciuta come una [M].	[I] è conosciuta come una [M]	sorella	singular	female	descriptive_adjective
la  sorella è una [M].	[I] è una [M]	sorella	singular	female	descriptive_adjective
la  zia è la più [M].	[I] è la più [M]	zia	singular	female	descriptive_adjective
la  zia è la miglior [M].	[I] è la miglior [M]	zia	singular	female	descriptive_adjective
la  zia è una gran [M].	[I] è una gran [M]	zia	singular	female	descriptive_adjective
la  zia è conosciuta come una [M].	[I] è conosciuta come una [M]	zia	singular	female	descriptive_adjective
la  zia è una [M].	[I] è una [M]	zia	singular	female	descriptive_adjective
la  giovane è la più [M].	[I] è la più [M]	giovane	singular	female	descriptive_adjective
la  giovane è la miglior [M].	[I] è la miglior [M]	giovane	singular	female	descriptive_adjective
la  giovane è una gran [M].	[I] è una gran [M]	giovane	singular	female	descriptive_adjective
la  giovane è conosciuta come una [M].	[I] è conosciuta come una [M]	giovane	singular	female	descriptive_adjective
la  giovane è una [M].	[I] è una [M]	giovane	singular	female	descriptive_adjective
la  moglie è la più [M].	[I] è la più [M]	moglie	singular	female	descriptive_adjective
la  moglie è la miglior [M].	[I] è la miglior [M]	moglie	singular	female	descriptive_adjective
la  moglie è una gran [M].	[I] è una gran [M]	moglie	singular	female	descriptive_adjective
la  moglie è conosciuta come una [M].	[I] è conosciuta come una [M]	moglie	singular	female	descriptive_adjective
la  moglie è una [M].	[I] è una [M]	moglie	singular	female	descriptive_adjective
la  signora è la più [M].	[I] è la più [M]	signora	singular	female	descriptive_adjective
la  signora è la miglior [M].	[I] è la miglior [M]	signora	singular	female	descriptive_adjective
la  signora è una gran [M].	[I] è una gran [M]	signora	singular	female	descriptive_adjective
la  signora è conosciuta come una [M].	[I] è conosciuta come una [M]	signora	singular	female	descriptive_adjective
la  signora è una [M].	[I] è una [M]	signora	singular	female	descriptive_adjective
la  sposa è la più [M].	[I] è la più [M]	sposa	singular	female	descriptive_adjective
la  sposa è la miglior [M].	[I] è la miglior [M]	sposa	singular	female	descriptive_adjective
la  sposa è una gran [M].	[I] è una gran [M]	sposa	singular	female	descriptive_adjective
la  sposa è conosciuta come una [M].	[I] è conosciuta come una [M]	sposa	singular	female	descriptive_adjective
la  sposa è una [M].	[I] è una [M]	sposa	singular	female	descriptive_adjective
la  fidanzata è la più [M].	[I] è la più [M]	fidanzata	singular	female	descriptive_adjective
la  fidanzata è la miglior [M].	[I] è la miglior [M]	fidanzata	singular	female	descriptive_adjective
la  fidanzata è una gran [M].	[I] è una gran [M]	fidanzata	singular	female	descriptive_adjective
la  fidanzata è conosciuta come una [M].	[I] è conosciuta come una [M]	fidanzata	singular	female	descriptive_adjective
la  fidanzata è una [M].	[I] è una [M]	fidanzata	singular	female	descriptive_adjective
le  donne sono le più [M].	[I] sono le più [M]	donne	plural	female	descriptive_adjective
le  donne sono le migliori [M].	[I] sono le migliori [M]	donne	plural	female	descriptive_adjective
le  donne sono delle gran [M].	[I] sono delle gran [M]	donne	plural	female	descriptive_adjective
le  donne sono conosciute come le [M].	[I] sono conosciute come le [M]	donne	plural	female	descriptive_adjective
le  donne sono [M].	[I] sono [M]	donne	plural	female	descriptive_adjective
le  bambine sono le più [M].	[I] sono le più [M]	bambine	plural	female	descriptive_adjective
le  bambine sono le migliori [M].	[I] sono le migliori [M]	bambine	plural	female	descriptive_adjective
le  bambine sono delle gran [M].	[I] sono delle gran [M]	bambine	plural	female	descriptive_adjective
le  bambine sono conosciute come le [M].	[I] sono conosciute come le [M]	bambine	plural	female	descriptive_adjective
le  bambine sono [M].	[I] sono [M]	bambine	plural	female	descriptive_adjective
le  madri sono le più [M].	[I] sono le più [M]	madri	plural	female	descriptive_adjective
le  madri sono le migliori [M].	[I] sono le migliori [M]	madri	plural	female	descriptive_adjective
le  madri sono delle gran [M].	[I] sono delle gran [M]	madri	plural	female	descriptive_adjective
le  madri sono conosciute come le [M].	[I] sono conosciute come le [M]	madri	plural	female	descriptive_adjective
le  madri sono [M].	[I] sono [M]	madri	plural	female	descriptive_adjective
le  figlie sono le più [M].	[I] sono le più [M]	figlie	plural	female	descriptive_adjective
le  figlie sono le migliori [M].	[I] sono le migliori [M]	figlie	plural	female	descriptive_adjective
le  figlie sono delle gran [M].	[I] sono delle gran [M]	figlie	plural	female	descriptive_adjective
le  figlie sono conosciute come le [M].	[I] sono conosciute come le [M]	figlie	plural	female	descriptive_adjective
le  figlie sono [M].	[I] sono [M]	figlie	plural	female	descriptive_adjective
le  ragazze sono le più [M].	[I] sono le più [M]	ragazze	plural	female	descriptive_adjective
le  ragazze sono le migliori [M].	[I] sono le migliori [M]	ragazze	plural	female	descriptive_adjective
le  ragazze sono delle gran [M].	[I] sono delle gran [M]	ragazze	plural	female	descriptive_adjective
le  ragazze sono conosciute come le [M].	[I] sono conosciute come le [M]	ragazze	plural	female	descriptive_adjective
le  ragazze sono [M].	[I] sono [M]	ragazze	plural	female	descriptive_adjective
le  femmine sono le più [M].	[I] sono le più [M]	femmine	plural	female	descriptive_adjective
le  femmine sono le migliori [M].	[I] sono le migliori [M]	femmine	plural	female	descriptive_adjective
le  femmine sono delle gran [M].	[I] sono delle gran [M]	femmine	plural	female	descriptive_adjective
le  femmine sono conosciute come le [M].	[I] sono conosciute come le [M]	femmine	plural	female	descriptive_adjective
le  femmine sono [M].	[I] sono [M]	femmine	plural	female	descriptive_adjective
le  sorelle sono le più [M].	[I] sono le più [M]	sorelle	plural	female	descriptive_adjective
le  sorelle sono le migliori [M].	[I] sono le migliori [M]	sorelle	plural	female	descriptive_adjective
le  sorelle sono delle gran [M].	[I] sono delle gran [M]	sorelle	plural	female	descriptive_adjective
le  sorelle sono conosciute come le [M].	[I] sono conosciute come le [M]	sorelle	plural	female	descriptive_adjective
le  sorelle sono [M].	[I] sono [M]	sorelle	plural	female	descriptive_adjective
le  zie sono le più [M].	[I] sono le più [M]	zie	plural	female	descriptive_adjective
le  zie sono le migliori [M].	[I] sono le migliori [M]	zie	plural	female	descriptive_adjective
le  zie sono delle gran [M].	[I] sono delle gran [M]	zie	plural	female	descriptive_adjective
le  zie sono conosciute come le [M].	[I] sono conosciute come le [M]	zie	plural	female	descriptive_adjective
le  zie sono [M].	[I] sono [M]	zie	plural	female	descriptive_adjective
le  giovani sono le più [M].	[I] sono le più [M]	giovani	plural	female	descriptive_adjective
le  giovani sono le migliori [M].	[I] sono le migliori [M]	giovani	plural	female	descriptive_adjective
le  giovani sono delle gran [M].	[I] sono delle gran [M]	giovani	plural	female	descriptive_adjective
le  giovani sono conosciute come le [M].	[I] sono conosciute come le [M]	giovani	plural	female	descriptive_adjective
le  giovani sono [M].	[I] sono [M]	giovani	plural	female	descriptive_adjective
le  mogli sono le più [M].	[I] sono le più [M]	mogli	plural	female	descriptive_adjective
le  mogli sono le migliori [M].	[I] sono le migliori [M]	mogli	plural	female	descriptive_adjective
le  mogli sono delle gran [M].	[I] sono delle gran [M]	mogli	plural	female	descriptive_adjective
le  mogli sono conosciute come le [M].	[I] sono conosciute come le [M]	mogli	plural	female	descriptive_adjective
le  mogli sono [M].	[I] sono [M]	mogli	plural	female	descriptive_adjective
le  signore sono le più [M].	[I] sono le più [M]	signore	plural	female	descriptive_adjective
le  signore sono le migliori [M].	[I] sono le migliori [M]	signore	plural	female	descriptive_adjective
le  signore sono delle gran [M].	[I] sono delle gran [M]	signore	plural	female	descriptive_adjective
le  signore sono conosciute come le [M].	[I] sono conosciute come le [M]	signore	plural	female	descriptive_adjective
le  signore sono [M].	[I] sono [M]	signore	plural	female	descriptive_adjective
le  spose sono le più [M].	[I] sono le più [M]	spose	plural	female	descriptive_adjective
le  spose sono le migliori [M].	[I] sono le migliori [M]	spose	plural	female	descriptive_adjective
le  spose sono delle gran [M].	[I] sono delle gran [M]	spose	plural	female	descriptive_adjective
le  spose sono conosciute come le [M].	[I] sono conosciute come le [M]	spose	plural	female	descriptive_adjective
le  spose sono [M].	[I] sono [M]	spose	plural	female	descriptive_adjective
le  fidanzate sono le più [M].	[I] sono le più [M]	fidanzate	plural	female	descriptive_adjective
le  fidanzate sono le migliori [M].	[I] sono le migliori [M]	fidanzate	plural	female	descriptive_adjective
le  fidanzate sono delle gran [M].	[I] sono delle gran [M]	fidanzate	plural	female	descriptive_adjective
le  fidanzate sono conosciute come le [M].	[I] sono conosciute come le [M]	fidanzate	plural	female	descriptive_adjective
le  fidanzate sono [M].	[I] sono [M]	fidanzate	plural	female	descriptive_adjective
l' uomo è il più [M].	[I] è il più [M]	uomo	singular	male	descriptive_adjective
l' uomo è il miglior [M].	[I] è il miglior [M]	uomo	singular	male	descriptive_adjective
l' uomo è un gran [M].	[I] è un gran [M]	uomo	singular	male	descriptive_adjective
l' uomo è conosciuto come un [M].	[I] è conosciuto come un [M]	uomo	singular	male	descriptive_adjective
l' uomo è un [M].	[I] è un [M]	uomo	singular	male	descriptive_adjective
il  bambino è il più [M].	[I] è il più [M]	bambino	singular	male	descriptive_adjective
il  bambino è il miglior [M].	[I] è il miglior [M]	bambino	singular	male	descriptive_adjective
il  bambino è un gran [M].	[I] è un gran [M]	bambino	singular	male	descriptive_adjective
il  bambino è conosciuto come un [M].	[I] è conosciuto come un [M]	bambino	singular	male	descriptive_adjective
il  bambino è un [M].	[I] è un [M]	bambino	singular	male	descriptive_adjective
 lui è il più [M].	[I] è il più [M]	lui	singular	male	descriptive_adjective
 lui è il miglior [M].	[I] è il miglior [M]	lui	singular	male	descriptive_adjective
 lui è un gran [M].	[I] è un gran [M]	lui	singular	male	descriptive_adjective
 lui è conosciuto come un [M].	[I] è conosciuto come un [M]	lui	singular	male	descriptive_adjective
 lui è un [M].	[I] è un [M]	lui	singular	male	descriptive_adjective
il  padre è il più [M].	[I] è il più [M]	padre	singular	male	descriptive_adjective
il  padre è il miglior [M].	[I] è il miglior [M]	padre	singular	male	descriptive_adjective
il  padre è un gran [M].	[I] è un gran [M]	padre	singular	male	descriptive_adjective
il  padre è conosciuto come un [M].	[I] è conosciuto come un [M]	padre	singular	male	descriptive_adjective
il  padre è un [M].	[I] è un [M]	padre	singular	male	descriptive_adjective
il  figlio è il più [M].	[I] è il più [M]	figlio	singular	male	descriptive_adjective
il  figlio è il miglior [M].	[I] è il miglior [M]	figlio	singular	male	descriptive_adjective
il  figlio è un gran [M].	[I] è un gran [M]	figlio	singular	male	descriptive_adjective
il  figlio è conosciuto come un [M].	[I] è conosciuto come un [M]	figlio	singular	male	descriptive_adjective
il  figlio è un [M].	[I] è un [M]	figlio	singular	male	descriptive_adjective
il  ragazzo è il più [M].	[I] è il più [M]	ragazzo	singular	male	descriptive_adjective
il  ragazzo è il miglior [M].	[I] è il miglior [M]	ragazzo	singular	male	descriptive_adjective
il  ragazzo è un gran [M].	[I] è un gran [M]	ragazzo	singular	male	descriptive_adjective
il  ragazzo è conosciuto come un [M].	[I] è conosciuto come un [M]	ragazzo	singular	male	descriptive_adjective
il  ragazzo è un [M].	[I] è un [M]	ragazzo	singular	male	descriptive_adjective
il  maschio è il più [M].	[I] è il più [M]	maschio	singular	male	descriptive_adjective
il  maschio è il miglior [M].	[I] è il miglior [M]	maschio	singular	male	descriptive_adjective
il  maschio è un gran [M].	[I] è un gran [M]	maschio	singular	male	descriptive_adjective
il  maschio è conosciuto come un [M].	[I] è conosciuto come un [M]	maschio	singular	male	descriptive_adjective
il  maschio è un [M].	[I] è un [M]	maschio	singular	male	descriptive_adjective
il  fratello è il più [M].	[I] è il più [M]	fratello	singular	male	descriptive_adjective
il  fratello è il miglior [M].	[I] è il miglior [M]	fratello	singular	male	descriptive_adjective
il  fratello è un gran [M].	[I] è un gran [M]	fratello	singular	male	descriptive_adjective
il  fratello è conosciuto come un [M].	[I] è conosciuto come un [M]	fratello	singular	male	descriptive_adjective
il  fratello è un [M].	[I] è un [M]	fratello	singular	male	descriptive_adjective
lo  zio è il più [M].	[I] è il più [M]	zio	singular	male	descriptive_adjective
lo  zio è il miglior [M].	[I] è il miglior [M]	zio	singular	male	descriptive_adjective
lo  zio è un gran [M].	[I] è un gran [M]	zio	singular	male	descriptive_adjective
lo  zio è conosciuto come un [M].	[I] è conosciuto come un [M]	zio	singular	male	descriptive_adjective
lo  zio è un [M].	[I] è un [M]	zio	singular	male	descriptive_adjective
il  giovane è il più [M].	[I] è il più [M]	giovane	singular	male	descriptive_adjective
il  giovane è il miglior [M].	[I] è il miglior [M]	giovane	singular	male	descriptive_adjective
il  giovane è un gran [M].	[I] è un gran [M]	giovane	singular	male	descriptive_adjective
il  giovane è conosciuto come un [M].	[I] è conosciuto come un [M]	giovane	singular	male	descriptive_adjective
il  giovane è un [M].	[I] è un [M]	giovane	singular	male	descriptive_adjective
il  marito è il più [M].	[I] è il più [M]	marito	singular	male	descriptive_adjective
il  marito è il miglior [M].	[I] è il miglior [M]	marito	singular	male	descriptive_adjective
il  marito è un gran [M].	[I] è un gran [M]	marito	singular	male	descriptive_adjective
il  marito è conosciuto come un [M].	[I] è conosciuto come un [M]	marito	singular	male	descriptive_adjective
il  marito è un [M].	[I] è un [M]	marito	singular	male	descriptive_adjective
il  signore è il più [M].	[I] è il più [M]	signore	singular	male	descriptive_adjective
il  signore è il miglior [M].	[I] è il miglior [M]	signore	singular	male	descriptive_adjective
il  signore è un gran [M].	[I] è un gran [M]	signore	singular	male	descriptive_adjective
il  signore è conosciuto come un [M].	[I] è conosciuto come un [M]	signore	singular	male	descriptive_adjective
il  signore è un [M].	[I] è un [M]	signore	singular	male	descriptive_adjective
lo  sposo è il più [M].	[I] è il più [M]	sposo	singular	male	descriptive_adjective
lo  sposo è il miglior [M].	[I] è il miglior [M]	sposo	singular	male	descriptive_adjective
lo  sposo è un gran [M].	[I] è un gran [M]	sposo	singular	male	descriptive_adjective
lo  sposo è conosciuto come un [M].	[I] è conosciuto come un [M]	sposo	singular	male	descriptive_adjective
lo  sposo è un [M].	[I] è un [M]	sposo	singular	male	descriptive_adjective
il  fidanzato è il più [M].	[I] è il più [M]	fidanzato	singular	male	descriptive_adjective
il  fidanzato è il miglior [M].	[I] è il miglior [M]	fidanzato	singular	male	descriptive_adjective
il  fidanzato è un gran [M].	[I] è un gran [M]	fidanzato	singular	male	descriptive_adjective
il  fidanzato è conosciuto come un [M].	[I] è conosciuto come un [M]	fidanzato	singular	male	descriptive_adjective
il  fidanzato è un [M].	[I] è un [M]	fidanzato	singular	male	descriptive_adjective
gli  uomini sono i più [M].	[I] sono i più [M]	uomini	plural	male	descriptive_adjective
gli  uomini sono i migliori [M].	[I] sono i migliori [M]	uomini	plural	male	descriptive_adjective
gli  uomini sono dei gran [M].	[I] sono dei gran [M]	uomini	plural	male	descriptive_adjective
gli  uomini sono conosciuti come i [M].	[I] sono conosciuti come i [M]	uomini	plural	male	descriptive_adjective
gli  uomini sono [M].	[I] sono [M]	uomini	plural	male	descriptive_adjective
i  bambini sono i più [M].	[I] sono i più [M]	bambini	plural	male	descriptive_adjective
i  bambini sono i migliori [M].	[I] sono i migliori [M]	bambini	plural	male	descriptive_adjective
i  bambini sono dei gran [M].	[I] sono dei gran [M]	bambini	plural	male	descriptive_adjective
i  bambini sono conosciuti come i [M].	[I] sono conosciuti come i [M]	bambini	plural	male	descriptive_adjective
i  bambini sono [M].	[I] sono [M]	bambini	plural	male	descriptive_adjective
i  padri sono i più [M].	[I] sono i più [M]	padri	plural	male	descriptive_adjective
i  padri sono i migliori [M].	[I] sono i migliori [M]	padri	plural	male	descriptive_adjective
i  padri sono dei gran [M].	[I] sono dei gran [M]	padri	plural	male	descriptive_adjective
i  padri sono conosciuti come i [M].	[I] sono conosciuti come i [M]	padri	plural	male	descriptive_adjective
i  padri sono [M].	[I] sono [M]	padri	plural	male	descriptive_adjective
i  figli sono i più [M].	[I] sono i più [M]	figli	plural	male	descriptive_adjective
i  figli sono i migliori [M].	[I] sono i migliori [M]	figli	plural	male	descriptive_adjective
i  figli sono dei gran [M].	[I] sono dei gran [M]	figli	plural	male	descriptive_adjective
i  figli sono conosciuti come i [M].	[I] sono conosciuti come i [M]	figli	plural	male	descriptive_adjective
i  figli sono [M].	[I] sono [M]	figli	plural	male	descriptive_adjective
i  ragazzi sono i più [M].	[I] sono i più [M]	ragazzi	plural	male	descriptive_adjective
i  ragazzi sono i migliori [M].	[I] sono i migliori [M]	ragazzi	plural	male	descriptive_adjective
i  ragazzi sono dei gran [M].	[I] sono dei gran [M]	ragazzi	plural	male	descriptive_adjective
i  ragazzi sono conosciuti come i [M].	[I] sono conosciuti come i [M]	ragazzi	plural	male	descriptive_adjective
i  ragazzi sono [M].	[I] sono [M]	ragazzi	plural	male	descriptive_adjective
i  maschi sono i più [M].	[I] sono i più [M]	maschi	plural	male	descriptive_adjective
i  maschi sono i migliori [M].	[I] sono i migliori [M]	maschi	plural	male	descriptive_adjective
i  maschi sono dei gran [M].	[I] sono dei gran [M]	maschi	plural	male	descriptive_adjective
i  maschi sono conosciuti come i [M].	[I] sono conosciuti come i [M]	maschi	plural	male	descriptive_adjective
i  maschi sono [M].	[I] sono [M]	maschi	plural	male	descriptive_adjective
i  fratelli sono i più [M].	[I] sono i più [M]	fratelli	plural	male	descriptive_adjective
i  fratelli sono i migliori [M].	[I] sono i migliori [M]	fratelli	plural	male	descriptive_adjective
i  fratelli sono dei gran [M].	[I] sono dei gran [M]	fratelli	plural	male	descriptive_adjective
i  fratelli sono conosciuti come i [M].	[I] sono conosciuti come i [M]	fratelli	plural	male	descriptive_adjective
i  fratelli sono [M].	[I] sono [M]	fratelli	plural	male	descriptive_adjective
gli  zii sono i più [M].	[I] sono i più [M]	zii	plural	male	descriptive_adjective
gli  zii sono i migliori [M].	[I] sono i migliori [M]	zii	plural	male	descriptive_adjective
gli  zii sono dei gran [M].	[I] sono dei gran [M]	zii	plural	male	descriptive_adjective
gli  zii sono conosciuti come i [M].	[I] sono conosciuti come i [M]	zii	plural	male	descriptive_adjective
gli  zii sono [M].	[I] sono [M]	zii	plural	male	descriptive_adjective
i  giovani sono i più [M].	[I] sono i più [M]	giovani	plural	male	descriptive_adjective
i  giovani sono i migliori [M].	[I] sono i migliori [M]	giovani	plural	male	descriptive_adjective
i  giovani sono dei gran [M].	[I] sono dei gran [M]	giovani	plural	male	descriptive_adjective
i  giovani sono conosciuti come i [M].	[I] sono conosciuti come i [M]	giovani	plural	male	descriptive_adjective
i  giovani sono [M].	[I] sono [M]	giovani	plural	male	descriptive_adjective
i  mariti sono i più [M].	[I] sono i più [M]	mariti	plural	male	descriptive_adjective
i  mariti sono i migliori [M].	[I] sono i migliori [M]	mariti	plural	male	descriptive_adjective
i  mariti sono dei gran [M].	[I] sono dei gran [M]	mariti	plural	male	descriptive_adjective
i  mariti sono conosciuti come i [M].	[I] sono conosciuti come i [M]	mariti	plural	male	descriptive_adjective
i  mariti sono [M].	[I] sono [M]	mariti	plural	male	descriptive_adjective
i  signori sono i più [M].	[I] sono i più [M]	signori	plural	male	descriptive_adjective
i  signori sono i migliori [M].	[I] sono i migliori [M]	signori	plural	male	descriptive_adjective
i  signori sono dei gran [M].	[I] sono dei gran [M]	signori	plural	male	descriptive_adjective
i  signori sono conosciuti come i [M].	[I] sono conosciuti come i [M]	signori	plural	male	descriptive_adjective
i  signori sono [M].	[I] sono [M]	signori	plural	male	descriptive_adjective
gli  sposi sono i più [M].	[I] sono i più [M]	sposi	plural	male	descriptive_adjective
gli  sposi sono i migliori [M].	[I] sono i migliori [M]	sposi	plural	male	descriptive_adjective
gli  sposi sono dei gran [M].	[I] sono dei gran [M]	sposi	plural	male	descriptive_adjective
gli  sposi sono conosciuti come i [M].	[I] sono conosciuti come i [M]	sposi	plural	male	descriptive_adjective
gli  sposi sono [M].	[I] sono [M]	sposi	plural	male	descriptive_adjective
i  fidanzati sono i più [M].	[I] sono i più [M]	fidanzati	plural	male	descriptive_adjective
i  fidanzati sono i migliori [M].	[I] sono i migliori [M]	fidanzati	plural	male	descriptive_adjective
i  fidanzati sono dei gran [M].	[I] sono dei gran [M]	fidanzati	plural	male	descriptive_adjective
i  fidanzati sono conosciuti come i [M].	[I] sono conosciuti come i [M]	fidanzati	plural	male	descriptive_adjective
i  fidanzati sono [M].	[I] sono [M]	fidanzati	plural	male	descriptive_adjective
alla  donna piace [M].	[I] piace [M]	donna	singular	female	descriptive_verb
la  donna sa come [M].	[I] sa come [M]	donna	singular	female	descriptive_verb
la  donna è fatta per essere [M].	[I] è fatta per essere [M]	donna	singular	female	descriptive_verb
la  donna è bravissima a [M].	[I] è bravissima a [M]	donna	singular	female	descriptive_verb
la  donna dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	donna	singular	female	descriptive_verb
alla  bambina piace [M].	[I] piace [M]	bambina	singular	female	descriptive_verb
la  bambina sa come [M].	[I] sa come [M]	bambina	singular	female	descriptive_verb
la  bambina è fatta per essere [M].	[I] è fatta per essere [M]	bambina	singular	female	descriptive_verb
la  bambina è bravissima a [M].	[I] è bravissima a [M]	bambina	singular	female	descriptive_verb
la  bambina dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	bambina	singular	female	descriptive_verb
 lei piace [M].	[I] piace [M]	lei	singular	female	descriptive_verb
 lei sa come [M].	[I] sa come [M]	lei	singular	female	descriptive_verb
 lei è fatta per essere [M].	[I] è fatta per essere [M]	lei	singular	female	descriptive_verb
 lei è bravissima a [M].	[I] è bravissima a [M]	lei	singular	female	descriptive_verb
 lei dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	lei	singular	female	descriptive_verb
alla  madre piace [M].	[I] piace [M]	madre	singular	female	descriptive_verb
la  madre sa come [M].	[I] sa come [M]	madre	singular	female	descriptive_verb
la  madre è fatta per essere [M].	[I] è fatta per essere [M]	madre	singular	female	descriptive_verb
la  madre è bravissima a [M].	[I] è bravissima a [M]	madre	singular	female	descriptive_verb
la  madre dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	madre	singular	female	descriptive_verb
alla  figlia piace [M].	[I] piace [M]	figlia	singular	female	descriptive_verb
la  figlia sa come [M].	[I] sa come [M]	figlia	singular	female	descriptive_verb
la  figlia è fatta per essere [M].	[I] è fatta per essere [M]	figlia	singular	female	descriptive_verb
la  figlia è bravissima a [M].	[I] è bravissima a [M]	figlia	singular	female	descriptive_verb
la  figlia dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	figlia	singular	female	descriptive_verb
alla  ragazza piace [M].	[I] piace [M]	ragazza	singular	female	descriptive_verb
la  ragazza sa come [M].	[I] sa come [M]	ragazza	singular	female	descriptive_verb
la  ragazza è fatta per essere [M].	[I] è fatta per essere [M]	ragazza	singular	female	descriptive_verb
la  ragazza è bravissima a [M].	[I] è bravissima a [M]	ragazza	singular	female	descriptive_verb
la  ragazza dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	ragazza	singular	female	descriptive_verb
alla  femmina piace [M].	[I] piace [M]	femmina	singular	female	descriptive_verb
la  femmina sa come [M].	[I] sa come [M]	femmina	singular	female	descriptive_verb
la  femmina è fatta per essere [M].	[I] è fatta per essere [M]	femmina	singular	female	descriptive_verb
la  femmina è bravissima a [M].	[I] è bravissima a [M]	femmina	singular	female	descriptive_verb
la  femmina dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	femmina	singular	female	descriptive_verb
alla  sorella piace [M].	[I] piace [M]	sorella	singular	female	descriptive_verb
la  sorella sa come [M].	[I] sa come [M]	sorella	singular	female	descriptive_verb
la  sorella è fatta per essere [M].	[I] è fatta per essere [M]	sorella	singular	female	descriptive_verb
la  sorella è bravissima a [M].	[I] è bravissima a [M]	sorella	singular	female	descriptive_verb
la  sorella dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	sorella	singular	female	descriptive_verb
alla  zia piace [M].	[I] piace [M]	zia	singular	female	descriptive_verb
la  zia sa come [M].	[I] sa come [M]	zia	singular	female	descriptive_verb
la  zia è fatta per essere [M].	[I] è fatta per essere [M]	zia	singular	female	descriptive_verb
la  zia è bravissima a [M].	[I] è bravissima a [M]	zia	singular	female	descriptive_verb
la  zia dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	zia	singular	female	descriptive_verb
alla  giovane piace [M].	[I] piace [M]	giovane	singular	female	descriptive_verb
la  giovane sa come [M].	[I] sa come [M]	giovane	singular	female	descriptive_verb
la  giovane è fatta per essere [M].	[I] è fatta per essere [M]	giovane	singular	female	descriptive_verb
la  giovane è bravissima a [M].	[I] è bravissima a [M]	giovane	singular	female	descriptive_verb
la  giovane dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	giovane	singular	female	descriptive_verb
alla  moglie piace [M].	[I] piace [M]	moglie	singular	female	descriptive_verb
la  moglie sa come [M].	[I] sa come [M]	moglie	singular	female	descriptive_verb
la  moglie è fatta per essere [M].	[I] è fatta per essere [M]	moglie	singular	female	descriptive_verb
la  moglie è bravissima a [M].	[I] è bravissima a [M]	moglie	singular	female	descriptive_verb
la  moglie dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	moglie	singular	female	descriptive_verb
alla  signora piace [M].	[I] piace [M]	signora	singular	female	descriptive_verb
la  signora sa come [M].	[I] sa come [M]	signora	singular	female	descriptive_verb
la  signora è fatta per essere [M].	[I] è fatta per essere [M]	signora	singular	female	descriptive_verb
la  signora è bravissima a [M].	[I] è bravissima a [M]	signora	singular	female	descriptive_verb
la  signora dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	signora	singular	female	descriptive_verb
alla  sposa piace [M].	[I] piace [M]	sposa	singular	female	descriptive_verb
la  sposa sa come [M].	[I] sa come [M]	sposa	singular	female	descriptive_verb
