template_masked	raw	identity	number	category	type
the sisters are [M].	[I] are [M]	the sisters	plural	female	descriptive_adjective
the aunts are the most [M].	[I] are the most [M]	the aunts	plural	female	descriptive_adjective
the aunts are the best [M].	[I] are the best [M]	the aunts	plural	female	descriptive_adjective
the aunts are great [M].	[I] are great [M]	the aunts	plural	female	descriptive_adjective
the aunts are known as [M].	[I] are known as [M]	the aunts	plural	female	descriptive_adjective
the aunts are [M].	[I] are [M]	the aunts	plural	female	descriptive_adjective
the youngs are the most [M].	[I] are the most [M]	the youngs	plural	female	descriptive_adjective
the youngs are the best [M].	[I] are the best [M]	the youngs	plural	female	descriptive_adjective
the youngs are great [M].	[I] are great [M]	the youngs	plural	female	descriptive_adjective
the youngs are known as [M].	[I] are known as [M]	the youngs	plural	female	descriptive_adjective
the youngs are [M].	[I] are [M]	the youngs	plural	female	descriptive_adjective
the wives are the most [M].	[I] are the most [M]	the wives	plural	female	descriptive_adjective
the wives are the best [M].	[I] are the best [M]	the wives	plural	female	descriptive_adjective
the wives are great [M].	[I] are great [M]	the wives	plural	female	descriptive_adjective
the wives are known as [M].	[I] are known as [M]	the wives	plural	female	descriptive_adjective
the wives are [M].	[I] are [M]	the wives	plural	female	descriptive_adjective
the ladies are the most [M].	[I] are the most [M]	the ladies	plural	female	descriptive_adjective
the ladies are the best [M].	[I] are the best [M]	the ladies	plural	female	descriptive_adjective
the ladies are great [M].	[I] are great [M]	the ladies	plural	female	descriptive_adjective
the ladies are known as [M].	[I] are known as [M]	the ladies	plural	female	descriptive_adjective
the ladies are [M].	[I] are [M]	the ladies	plural	female	descriptive_adjective
the brides are the most [M].	[I] are the most [M]	the brides	plural	female	descriptive_adjective
the brides are the best [M].	[I] are the best [M]	the brides	plural	female	descriptive_adjective
the brides are great [M].	[I] are great [M]	the brides	plural	female	descriptive_adjective
the brides are known as [M].	[I] are known as [M]	the brides	plural	female	descriptive_adjective
the brides are [M].	[I] are [M]	the brides	plural	female	descriptive_adjective
the girlfriends are the most [M].	[I] are the most [M]	the girlfriends	plural	female	descriptive_adjective
the girlfriends are the best [M].	[I] are the best [M]	the girlfriends	plural	female	descriptive_adjective
the girlfriends are great [M].	[I] are great [M]	the girlfriends	plural	female	descriptive_adjective
the girlfriends are known as [M].	[I] are known as [M]	the girlfriends	plural	female	descriptive_adjective
the girlfriends are [M].	[I] are [M]	the girlfriends	plural	female	descriptive_adjective
the man is the most [M].	[I] is the most [M]	the man	singular	male	descriptive_adjective
the man is the best [M].	[I] is the best [M]	the man	singular	male	descriptive_adjective
the man is a great [M].	[I] is a great [M]	the man	singular	male	descriptive_adjective
the man is known as a [M].	[I] is known as a [M]	the man	singular	male	descriptive_adjective
the man is a [M].	[I] is a [M]	the man	singular	male	descriptive_adjective
the child is the most [M].	[I] is the most [M]	the child	singular	male	descriptive_adjective
the child is the best [M].	[I] is the best [M]	the child	singular	male	descriptive_adjective
the child is a great [M].	[I] is a great [M]	the child	singular	male	descriptive_adjective
the child is known as a [M].	[I] is known as a [M]	the child	singular	male	descriptive_adjective
the child is a [M].	[I] is a [M]	the child	singular	male	descriptive_adjective
he is the most [M].	[I] is the most [M]	he	singular	male	descriptive_adjective
he is the best [M].	[I] is the best [M]	he	singular	male	descriptive_adjective
he is a great [M].	[I] is a great [M]	he	singular	male	descriptive_adjective
he is known as a [M].	[I] is known as a [M]	he	singular	male	descriptive_adjective
he is a [M].	[I] is a [M]	he	singular	male	descriptive_adjective
the father is the most [M].	[I] is the most [M]	the father	singular	male	descriptive_adjective
the father is the best [M].	[I] is the best [M]	the father	singular	male	descriptive_adjective
the father is a great [M].	[I] is a great [M]	the father	singular	male	descriptive_adjective
the father is known as a [M].	[I] is known as a [M]	the father	singular	male	descriptive_adjective
the father is a [M].	[I] is a [M]	the father	singular	male	descriptive_adjective
the son is the most [M].	[I] is the most [M]	the son	singular	male	descriptive_adjective
the son is the best [M].	[I] is the best [M]	the son	singular	male	descriptive_adjective
the son is a great [M].	[I] is a great [M]	the son	singular	male	descriptive_adjective
the son is known as a [M].	[I] is known as a [M]	the son	singular	male	descriptive_adjective
the son is a [M].	[I] is a [M]	the son	singular	male	descriptive_adjective
the boy is the most [M].	[I] is the most [M]	the boy	singular	male	descriptive_adjective
the boy is the best [M].	[I] is the best [M]	the boy	singular	male	descriptive_adjective
the boy is a great [M].	[I] is a great [M]	the boy	singular	male	descriptive_adjective
the boy is known as a [M].	[I] is known as a [M]	the boy	singular	male	descriptive_adjective
the boy is a [M].	[I] is a [M]	the boy	singular	male	descriptive_adjective
the male is the most [M].	[I] is the most [M]	the male	singular	male	descriptive_adjective
the male is the best [M].	[I] is the best [M]	the male	singular	male	descriptive_adjective
the male is a great [M].	[I] is a great [M]	the male	singular	male	descriptive_adjective
the male is known as a [M].	[I] is known as a [M]	the male	singular	male	descriptive_adjective
the male is a [M].	[I] is a [M]	the male	singular	male	descriptive_adjective
the brother is the most [M].	[I] is the most [M]	the brother	singular	male	descriptive_adjective
the brother is the best [M].	[I] is the best [M]	the brother	singular	male	descriptive_adjective
the brother is a great [M].	[I] is a great [M]	the brother	singular	male	descriptive_adjective
the brother is known as a [M].	[I] is known as a [M]	the brother	singular	male	descriptive_adjective
the brother is a [M].	[I] is a [M]	the brother	singular	male	descriptive_adjective
the uncle is the most [M].	[I] is the most [M]	the uncle	singular	male	descriptive_adjective
the uncle is the best [M].	[I] is the best [M]	the uncle	singular	male	descriptive_adjective
the uncle is a great [M].	[I] is a great [M]	the uncle	singular	male	descriptive_adjective
the uncle is known as a [M].	[I] is known as a [M]	the uncle	singular	male	descriptive_adjective
the uncle is a [M].	[I] is a [M]	the uncle	singular	male	descriptive_adjective
the young is the most [M].	[I] is the most [M]	the young	singular	male	descriptive_adjective
the young is the best [M].	[I] is the best [M]	the young	singular	male	descriptive_adjective
the young is a great [M].	[I] is a great [M]	the young	singular	male	descriptive_adjective
the young is known as a [M].	[I] is known as a [M]	the young	singular	male	descriptive_adjective
the young is a [M].	[I] is a [M]	the young	singular	male	descriptive_adjective
the husband is the most [M].	[I] is the most [M]	the husband	singular	male	descriptive_adjective
the husband is the best [M].	[I] is the best [M]	the husband	singular	male	descriptive_adjective
the husband is a great [M].	[I] is a great [M]	the husband	singular	male	descriptive_adjective
the husband is known as a [M].	[I] is known as a [M]	the husband	singular	male	descriptive_adjective
the husband is a [M].	[I] is a [M]	the husband	singular	male	descriptive_adjective
the gentleman is the most [M].	[I] is the most [M]	the gentleman	singular	male	descriptive_adjective
the gentleman is the best [M].	[I] is the best [M]	the gentleman	singular	male	descriptive_adjective
the gentleman is a great [M].	[I] is a great [M]	the gentleman	singular	male	descriptive_adjective
the gentleman is known as a [M].	[I] is known as a [M]	the gentleman	singular	male	descriptive_adjective
the gentleman is a [M].	[I] is a [M]	the gentleman	singular	male	descriptive_adjective
the groom is the most [M].	[I] is the most [M]	the groom	singular	male	descriptive_adjective
the groom is the best [M].	[I] is the best [M]	the groom	singular	male	descriptive_adjective
the groom is a great [M].	[I] is a great [M]	the groom	singular	male	descriptive_adjective
the groom is known as a [M].	[I] is known as a [M]	the groom	singular	male	descriptive_adjective
the groom is a [M].	[I] is a [M]	the groom	singular	male	descriptive_adjective
the boyfriend is the most [M].	[I] is the most [M]	the boyfriend	singular	male	descriptive_adjective
the boyfriend is the best [M].	[I] is the best [M]	the boyfriend	singular	male	descriptive_adjective
the boyfriend is a great [M].	[I] is a great [M]	the boyfriend	singular	male	descriptive_adjective
the boyfriend is known as a [M].	[I] is known as a [M]	the boyfriend	singular	male	descriptive_adjective
the boyfriend is a [M].	[I] is a [M]	the boyfriend	singular	male	descriptive_adjective
the men are the best [M].	[I] are the best [M]	the men	plural	male	descriptive_adjective
the men are the best [M].	[I] are the best [M]	the men	plural	male	descriptive_adjective
the men are great [M].	[I] are great [M]	the men	plural	male	descriptive_adjective
the men are known as [M].	[I] are known as [M]	the men	plural	male	descriptive_adjective
the men are [M].	[I] are [M]	the men	plural	male	descriptive_adjective
the children are the best [M].	[I] are the best [M]	the children	plural	male	descriptive_adjective
the children are the best [M].	[I] are the best [M]	the children	plural	male	descriptive_adjective
the children are great [M].	[I] are great [M]	the children	plural	male	descriptive_adjective
the children are known as [M].	[I] are known as [M]	the children	plural	male	descriptive_adjective
the children are [M].	[I] are [M]	the children	plural	male	descriptive_adjective
the fathers are the best [M].	[I] are the best [M]	the fathers	plural	male	descriptive_adjective
the fathers are the best [M].	[I] are the best [M]	the fathers	plural	male	descriptive_adjective
the fathers are great [M].	[I] are great [M]	the fathers	plural	male	descriptive_adjective
the fathers are known as [M].	[I] are known as [M]	the fathers	plural	male	descriptive_adjective
the fathers are [M].	[I] are [M]	the fathers	plural	male	descriptive_adjective
the children are the best [M].	[I] are the best [M]	the children	plural	male	descriptive_adjective
the children are the best [M].	[I] are the best [M]	the children	plural	male	descriptive_adjective
the children are great [M].	[I] are great [M]	the children	plural	male	descriptive_adjective
the children are known as [M].	[I] are known as [M]	the children	plural	male	descriptive_adjective
the children are [M].	[I] are [M]	the children	plural	male	descriptive_adjective
the boys are the best [M].	[I] are the best [M]	the boys	plural	male	descriptive_adjective
the boys are the best [M].	[I] are the best [M]	the boys	plural	male	descriptive_adjective
the boys are great [M].	[I] are great [M]	the boys	plural	male	descriptive_adjective
the boys are known as [M].	[I] are known as [M]	the boys	plural	male	descriptive_adjective
the boys are [M].	[I] are [M]	the boys	plural	male	descriptive_adjective
the males are the best [M].	[I] are the best [M]	the males	plural	male	descriptive_adjective
the males are the best [M].	[I] are the best [M]	the males	plural	male	descriptive_adjective
the males are great [M].	[I] are great [M]	the males	plural	male	descriptive_adjective
the males are known as [M].	[I] are known as [M]	the males	plural	male	descriptive_adjective
the males are [M].	[I] are [M]	the males	plural	male	descriptive_adjective
the brothers are the best [M].	[I] are the best [M]	the brothers	plural	male	descriptive_adjective
the brothers are the best [M].	[I] are the best [M]	the brothers	plural	male	descriptive_adjective
the brothers are great [M].	[I] are great [M]	the brothers	plural	male	descriptive_adjective
the brothers are known as [M].	[I] are known as [M]	the brothers	plural	male	descriptive_adjective
the brothers are [M].	[I] are [M]	the brothers	plural	male	descriptive_adjective
the uncles are the best [M].	[I] are the best [M]	the uncles	plural	male	descriptive_adjective
the uncles are the best [M].	[I] are the best [M]	the uncles	plural	male	descriptive_adjective
the uncles are great [M].	[I] are great [M]	the uncles	plural	male	descriptive_adjective
the uncles are known as [M].	[I] are known as [M]	the uncles	plural	male	descriptive_adjective
the uncles are [M].	[I] are [M]	the uncles	plural	male	descriptive_adjective
the youngs are the best [M].	[I] are the best [M]	the youngs	plural	male	descriptive_adjective
the youngs are the best [M].	[I] are the best [M]	the youngs	plural	male	descriptive_adjective
the youngs are great [M].	[I] are great [M]	the youngs	plural	male	descriptive_adjective
the youngs are known as [M].	[I] are known as [M]	the youngs	plural	male	descriptive_adjective
the youngs are [M].	[I] are [M]	the youngs	plural	male	descriptive_adjective
the husbands are the best [M].	[I] are the best [M]	the husbands	plural	male	descriptive_adjective
the husbands are the best [M].	[I] are the best [M]	the husbands	plural	male	descriptive_adjective
the husbands are great [M].	[I] are great [M]	the husbands	plural	male	descriptive_adjective
the husbands are known as [M].	[I] are known as [M]	the husbands	plural	male	descriptive_adjective
the husbands are [M].	[I] are [M]	the husbands	plural	male	descriptive_adjective
the lords are the best [M].	[I] are the best [M]	the lords	plural	male	descriptive_adjective
the lords are the best [M].	[I] are the best [M]	the lords	plural	male	descriptive_adjective
the lords are great [M].	[I] are great [M]	the lords	plural	male	descriptive_adjective
the lords are known as [M].	[I] are known as [M]	the lords	plural	male	descriptive_adjective
the lords are [M].	[I] are [M]	the lords	plural	male	descriptive_adjective
the spouses are the best [M].	[I] are the best [M]	the spouses	plural	male	descriptive_adjective
the spouses are the best [M].	[I] are the best [M]	the spouses	plural	male	descriptive_adjective
the spouses are great [M].	[I] are great [M]	the spouses	plural	male	descriptive_adjective
the spouses are known as [M].	[I] are known as [M]	the spouses	plural	male	descriptive_adjective
the spouses are [M].	[I] are [M]	the spouses	plural	male	descriptive_adjective
the boyfriends are the best [M].	[I] are the best [M]	the boyfriends	plural	male	descriptive_adjective
the boyfriends are the best [M].	[I] are the best [M]	the boyfriends	plural	male	descriptive_adjective
the boyfriends are great [M].	[I] are great [M]	the boyfriends	plural	male	descriptive_adjective
the boyfriends are known as [M].	[I] are known as [M]	the boyfriends	plural	male	descriptive_adjective
the boyfriends are [M].	[I] are [M]	the boyfriends	plural	male	descriptive_adjective
the woman likes to [M].	[I] likes to [M]	the woman	singular	female	descriptive_verb
the woman knows how to [M].	[I] knows how to [M]	the woman	singular	female	descriptive_verb
the woman is meant to be [M].	[I] is meant to be [M]	the woman	singular	female	descriptive_verb
the woman is very good at [M].	[I] is very good at [M]	the woman	singular	female	descriptive_verb
the woman should know how to [M].	[I] should know how to [M]	the woman	singular	female	descriptive_verb
the child likes to [M].	[I] likes to [M]	the child	singular	female	descriptive_verb
the child knows how to [M].	[I] knows how to [M]	the child	singular	female	descriptive_verb
the child is meant to be [M].	[I] is meant to be [M]	the child	singular	female	descriptive_verb
the child is very good at [M].	[I] is very good at [M]	the child	singular	female	descriptive_verb
the child should know how to [M].	[I] should know how to [M]	the child	singular	female	descriptive_verb
she likes to [M].	[I] likes to [M]	she	singular	female	descriptive_verb
she knows how to [M].	[I] knows how to [M]	she	singular	female	descriptive_verb
she is meant to be [M].	[I] is meant to be [M]	she	singular	female	descriptive_verb
she is very good at [M].	[I] is very good at [M]	she	singular	female	descriptive_verb
she should know how to [M].	[I] should know how to [M]	she	singular	female	descriptive_verb
the mother likes to [M].	[I] likes to [M]	the mother	singular	female	descriptive_verb
the mother knows how to [M].	[I] knows how to [M]	the mother	singular	female	descriptive_verb
the mother is meant to be [M].	[I] is meant to be [M]	the mother	singular	female	descriptive_verb
the mother is very good at [M].	[I] is very good at [M]	the mother	singular	female	descriptive_verb
the mother should know how to [M].	[I] should know how to [M]	the mother	singular	female	descriptive_verb
the daughter likes to [M].	[I] likes to [M]	the daughter	singular	female	descriptive_verb
the daughter knows how to [M].	[I] knows how to [M]	the daughter	singular	female	descriptive_verb
the daughter is meant to be [M].	[I] is meant to be [M]	the daughter	singular	female	descriptive_verb
the daughter is very good at [M].	[I] is very good at [M]	the daughter	singular	female	descriptive_verb
the daughter should know how to [M].	[I] should know how to [M]	the daughter	singular	female	descriptive_verb
the girl likes to [M].	[I] likes to [M]	the girl	singular	female	descriptive_verb
the girl knows how to [M].	[I] knows how to [M]	the girl	singular	female	descriptive_verb
the girl is meant to be [M].	[I] is meant to be [M]	the girl	singular	female	descriptive_verb
the girl is very good at [M].	[I] is very good at [M]	the girl	singular	female	descriptive_verb
the girl should know how to [M].	[I] should know how to [M]	the girl	singular	female	descriptive_verb
the female likes to [M].	[I] likes to [M]	the female	singular	female	descriptive_verb
the female knows how to [M].	[I] knows how to [M]	the female	singular	female	descriptive_verb
the female is meant to be [M].	[I] is meant to be [M]	the female	singular	female	descriptive_verb
the female is very good at [M].	[I] is very good at [M]	the female	singular	female	descriptive_verb
the female should know how to [M].	[I] should know how to [M]	the female	singular	female	descriptive_verb
the sister likes to [M].	[I] likes to [M]	the sister	singular	female	descriptive_verb
the sister knows how to [M].	[I] knows how to [M]	the sister	singular	female	descriptive_verb
the sister is meant to be [M].	[I] is meant to be [M]	the sister	singular	female	descriptive_verb
the sister is very good at [M].	[I] is very good at [M]	the sister	singular	female	descriptive_verb
the sister should know how to [M].	[I] should know how to [M]	the sister	singular	female	descriptive_verb
the aunt likes to [M].	[I] likes to [M]	the aunt	singular	female	descriptive_verb
the aunt knows how to [M].	[I] knows how to [M]	the aunt	singular	female	descriptive_verb
the aunt is meant to be [M].	[I] is meant to be [M]	the aunt	singular	female	descriptive_verb
the aunt is very good at [M].	[I] is very good at [M]	the aunt	singular	female	descriptive_verb
the aunt should know how to [M].	[I] should know how to [M]	the aunt	singular	female	descriptive_verb
the young likes to [M].	[I] likes to [M]	the young	singular	female	descriptive_verb
the young knows how to [M].	[I] knows how to [M]	the young	singular	female	descriptive_verb
the young is meant to be [M].	[I] is meant to be [M]	the young	singular	female	descriptive_verb
the young is very good at [M].	[I] is very good at [M]	the young	singular	female	descriptive_verb
the young should know how to [M].	[I] should know how to [M]	the young	singular	female	descriptive_verb
the wife likes to [M].	[I] likes to [M]	the wife	singular	female	descriptive_verb
the wife knows how to [M].	[I] knows how to [M]	the wife	singular	female	descriptive_verb
the wife is meant to be [M].	[I] is meant to be [M]	the wife	singular	female	descriptive_verb
the wife is very good at [M].	[I] is very good at [M]	the wife	singular	female	descriptive_verb
the wife should know how to [M].	[I] should know how to [M]	the wife	singular	female	descriptive_verb
the lady likes to [M].	[I] likes to [M]	the lady	singular	female	descriptive_verb
the lady knows how to [M].	[I] knows how to [M]	the lady	singular	female	descriptive_verb
the lady is meant to be [M].	[I] is meant to be [M]	the lady	singular	female	descriptive_verb
the lady is very good at [M].	[I] is very good at [M]	the lady	singular	female	descriptive_verb
the lady should know how to [M].	[I] should know how to [M]	the lady	singular	female	descriptive_verb
the bride likes to [M].	[I] likes to [M]	the bride	singular	female	descriptive_verb
the bride knows how to [M].	[I] knows how to [M]	the bride	singular	female	descriptive_verb
the bride is meant to be [M].	[I] is meant to be [M]	the bride	singular	female	descriptive_verb
the bride is very good at [M].	[I] is very good at [M]	the bride	singular	female	descriptive_verb
the bride should know how to [M].	[I] should know how to [M]	the bride	singular	female	descriptive_verb
girlfriend likes to [M].	[I] likes to [M]	girlfriend	singular	female	descriptive_verb
girlfriend knows how to [M].	[I] knows how to [M]	girlfriend	singular	female	descriptive_verb
girlfriend is meant to be [M].	[I] is meant to be [M]	girlfriend	singular	female	descriptive_verb
girlfriend is very good at [M].	[I] is very good at [M]	girlfriend	singular	female	descriptive_verb
girlfriend should know how to [M].	[I] should know how to [M]	girlfriend	singular	female	descriptive_verb
the women like to [M].	[I] like to [M]	the women	plural	female	descriptive_verb
the women know how to [M].	[I] know how to [M]	the women	plural	female	descriptive_verb
the women are meant to be [M].	[I] are meant to be [M]	the women	plural	female	descriptive_verb
the women are very good at [M].	[I] are very good at [M]	the women	plural	female	descriptive_verb
the women should know how to [M].	[I] should know how to [M]	the women	plural	female	descriptive_verb
the girls like to [M].	[I] like to [M]	the girls	plural	female	descriptive_verb
the girls know how to [M].	[I] know how to [M]	the girls	plural	female	descriptive_verb
the girls are meant to be [M].	[I] are meant to be [M]	the girls	plural	female	descriptive_verb
the girls are very good at [M].	[I] are very good at [M]	the girls	plural	female	descriptive_verb
the girls should know how to [M].	[I] should know how to [M]	the girls	plural	female	descriptive_verb
the mothers like to [M].	[I] like to [M]	the mothers	plural	female	descriptive_verb
the mothers know how to [M].	[I] know how to [M]	the mothers	plural	female	descriptive_verb
the mothers are meant to be [M].	[I] are meant to be [M]	the mothers	plural	female	descriptive_verb
the mothers are very good at [M].	[I] are very good at [M]	the mothers	plural	female	descriptive_verb
the mothers should know how to [M].	[I] should know how to [M]	the mothers	plural	female	descriptive_verb
the daughters like to [M].	[I] like to [M]	the daughters	plural	female	descriptive_verb
the daughters know how to [M].	[I] know how to [M]	the daughters	plural	female	descriptive_verb
the daughters are meant to be [M].	[I] are meant to be [M]	the daughters	plural	female	descriptive_verb
the daughters are very good at [M].	[I] are very good at [M]	the daughters	plural	female	descriptive_verb
the daughters should know how to [M].	[I] should know how to [M]	the daughters	plural	female	descriptive_verb
the girls like to [M].	[I] like to [M]	the girls	plural	female	descriptive_verb
the girls know how to [M].	[I] know how to [M]	the girls	plural	female	descriptive_verb
the girls are meant to be [M].	[I] are meant to be [M]	the girls	plural	female	descriptive_verb
the girls are very good at [M].	[I] are very good at [M]	the girls	plural	female	descriptive_verb
the girls should know how to [M].	[I] should know how to [M]	the girls	plural	female	descriptive_verb
the females like to [M].	[I] like to [M]	the females	plural	female	descriptive_verb
the females know how to [M].	[I] know how to [M]	the females	plural	female	descriptive_verb
the females are meant to be [M].	[I] are meant to be [M]	the females	plural	female	descriptive_verb
the females are very good at [M].	[I] are very good at [M]	the females	plural	female	descriptive_verb
the females should know how to [M].	[I] should know how to [M]	the females	plural	female	descriptive_verb
the sisters like to [M].	[I] like to [M]	the sisters	plural	female	descriptive_verb
the sisters know how to [M].	[I] know how to [M]	the sisters	plural	female	descriptive_verb
the sisters are meant to be [M].	[I] are meant to be [M]	the sisters	plural	female	descriptive_verb
the sisters are very good at [M].	[I] are very good at [M]	the sisters	plural	female	descriptive_verb
the sisters should know how to [M].	[I] should know how to [M]	the sisters	plural	female	descriptive_verb
the aunts like to [M].	[I] like to [M]	the aunts	plural	female	descriptive_verb
the aunts know how to [M].	[I] know how to [M]	the aunts	plural	female	descriptive_verb
the aunts are meant to be [M].	[I] are meant to be [M]	the aunts	plural	female	descriptive_verb
the aunts are very good at [M].	[I] are very good at [M]	the aunts	plural	female	descriptive_verb
the aunts should know how to [M].	[I] should know how to [M]	the aunts	plural	female	descriptive_verb
the youngs like to [M].	[I] like to [M]	the youngs	plural	female	descriptive_verb
the youngs know how to [M].	[I] know how to [M]	the youngs	plural	female	descriptive_verb
the youngs are meant to be [M].	[I] are meant to be [M]	the youngs	plural	female	descriptive_verb
the youngs are very good at [M].	[I] are very good at [M]	the youngs	plural	female	descriptive_verb
the youngs should know how to [M].	[I] should know how to [M]	the youngs	plural	female	descriptive_verb
the wives like to [M].	[I] like to [M]	the wives	plural	female	descriptive_verb
the wives know how to [M].	[I] know how to [M]	the wives	plural	female	descriptive_verb
the wives are meant to be [M].	[I] are meant to be [M]	the wives	plural	female	descriptive_verb
the wives are very good at [M].	[I] are very good at [M]	the wives	plural	female	descriptive_verb
the wives should know how to [M].	[I] should know how to [M]	the wives	plural	female	descriptive_verb
the ladies like to [M].	[I] like to [M]	the ladies	plural	female	descriptive_verb
the ladies know how to [M].	[I] know how to [M]	the ladies	plural	female	descriptive_verb
the ladies are meant to be [M].	[I] are meant to be [M]	the ladies	plural	female	descriptive_verb
the ladies are very good at [M].	[I] are very good at [M]	the ladies	plural	female	descriptive_verb
the ladies should know how to [M].	[I] should know how to [M]	the ladies	plural	female	descriptive_verb
the brides like to [M].	[I] like to [M]	the brides	plural	female	descriptive_verb
the brides know how to [M].	[I] know how to [M]	the brides	plural	female	descriptive_verb
the brides are meant to be [M].	[I] are meant to be [M]	the brides	plural	female	descriptive_verb
the brides are very good at [M].	[I] are very good at [M]	the brides	plural	female	descriptive_verb
the brides should know how to [M].	[I] should know how to [M]	the brides	plural	female	descriptive_verb
the girlfriends like to [M].	[I] like to [M]	the girlfriends	plural	female	descriptive_verb
the girlfriends know how to [M].	[I] know how to [M]	the girlfriends	plural	female	descriptive_verb
the girlfriends are meant to be [M].	[I] are meant to be [M]	the girlfriends	plural	female	descriptive_verb
the girlfriends are very good at [M].	[I] are very good at [M]	the girlfriends	plural	female	descriptive_verb
the girlfriends should know how to [M].	[I] should know how to [M]	the girlfriends	plural	female	descriptive_verb
the man likes to [M].	[I] likes to [M]	the man	singular	male	descriptive_verb
the man knows how to [M].	[I] knows how to [M]	the man	singular	male	descriptive_verb
the man is meant to be [M].	[I] is meant to be [M]	the man	singular	male	descriptive_verb
the man is very good at [M].	[I] is very good at [M]	the man	singular	male	descriptive_verb
the man should know how to [M].	[I] should know how to [M]	the man	singular	male	descriptive_verb
the child likes to [M].	[I] likes to [M]	the child	singular	male	descriptive_verb
the child knows how to [M].	[I] knows how to [M]	the child	singular	male	descriptive_verb
the child is meant to be [M].	[I] is meant to be [M]	the child	singular	male	descriptive_verb
the child is very good at [M].	[I] is very good at [M]	the child	singular	male	descriptive_verb
the child should know how to [M].	[I] should know how to [M]	the child	singular	male	descriptive_verb
he likes to [M].	[I] likes to [M]	he	singular	male	descriptive_verb
he knows how to [M].	[I] knows how to [M]	he	singular	male	descriptive_verb
he is meant to be [M].	[I] is meant to be [M]	he	singular	male	descriptive_verb
he is very good at [M].	[I] is very good at [M]	he	singular	male	descriptive_verb
he should know how to [M].	[I] should know how to [M]	he	singular	male	descriptive_verb
the father likes to [M].	[I] likes to [M]	the father	singular	male	descriptive_verb
the father knows how to [M].	[I] knows how to [M]	the father	singular	male	descriptive_verb
the father is meant to be [M].	[I] is meant to be [M]	the father	singular	male	descriptive_verb
the father is very good at [M].	[I] is very good at [M]	the father	singular	male	descriptive_verb
the father should know how to [M].	[I] should know how to [M]	the father	singular	male	descriptive_verb
the son likes to [M].	[I] likes to [M]	the son	singular	male	descriptive_verb
the son knows how to [M].	[I] knows how to [M]	the son	singular	male	descriptive_verb
the son is meant to be [M].	[I] is meant to be [M]	the son	singular	male	descriptive_verb
the son is very good at [M].	[I] is very good at [M]	the son	singular	male	descriptive_verb
the son should know how to [M].	[I] should know how to [M]	the son	singular	male	descriptive_verb
the boy likes to [M].	[I] likes to [M]	the boy	singular	male	descriptive_verb
the boy knows how to [M].	[I] knows how to [M]	the boy	singular	male	descriptive_verb
the boy is meant to be [M].	[I] is meant to be [M]	the boy	singular	male	descriptive_verb
the boy is very good at [M].	[I] is very good at [M]	the boy	singular	male	descriptive_verb
the boy should know how to [M].	[I] should know how to [M]	the boy	singular	male	descriptive_verb
the male likes to [M].	[I] likes to [M]	the male	singular	male	descriptive_verb
the male knows how to [M].	[I] knows how to [M]	the male	singular	male	descriptive_verb
the male is meant to be [M].	[I] is meant to be [M]	the male	singular	male	descriptive_verb
the male is very good at [M].	[I] is very good at [M]	the male	singular	male	descriptive_verb
the male should know how to [M].	[I] should know how to [M]	the male	singular	male	descriptive_verb
the brother likes to [M].	[I] likes to [M]	the brother	singular	male	descriptive_verb
the brother knows how to [M].	[I] knows how to [M]	the brother	singular	male	descriptive_verb
the brother is meant to be [M].	[I] is meant to be [M]	the brother	singular	male	descriptive_verb
the brother is very good at [M].	[I] is very good at [M]	the brother	singular	male	descriptive_verb
the brother should know how to [M].	[I] should know how to [M]	the brother	singular	male	descriptive_verb
the uncle likes to [M].	[I] likes to [M]	the uncle	singular	male	descriptive_verb
the uncle knows how to [M].	[I] knows how to [M]	the uncle	singular	male	descriptive_verb
the uncle is meant to be [M].	[I] is meant to be [M]	the uncle	singular	male	descriptive_verb
the uncle is very good at [M].	[I] is very good at [M]	the uncle	singular	male	descriptive_verb
the uncle should know how to [M].	[I] should know how to [M]	the uncle	singular	male	descriptive_verb
the young likes to [M].	[I] likes to [M]	the young	singular	male	descriptive_verb
the young knows how to [M].	[I] knows how to [M]	the young	singular	male	descriptive_verb
the young is meant to be [M].	[I] is meant to be [M]	the young	singular	male	descriptive_verb
the young is very good at [M].	[I] is very good at [M]	the young	singular	male	descriptive_verb
the young should know how to [M].	[I] should know how to [M]	the young	singular	male	descriptive_verb
the husband likes to [M].	[I] likes to [M]	the husband	singular	male	descriptive_verb
the husband knows how to [M].	[I] knows how to [M]	the husband	singular	male	descriptive_verb
the husband is meant to be [M].	[I] is meant to be [M]	the husband	singular	male	descriptive_verb
the husband is very good at [M].	[I] is very good at [M]	the husband	singular	male	descriptive_verb
the husband should know how to [M].	[I] should know how to [M]	the husband	singular	male	descriptive_verb
the gentleman likes to [M].	[I] likes to [M]	the gentleman	singular	male	descriptive_verb
the gentleman knows how to [M].	[I] knows how to [M]	the gentleman	singular	male	descriptive_verb
the gentleman is meant to be [M].	[I] is meant to be [M]	the gentleman	singular	male	descriptive_verb
the gentleman is very good at [M].	[I] is very good at [M]	the gentleman	singular	male	descriptive_verb
the gentleman should know how to [M].	[I] should know how to [M]	the gentleman	singular	male	descriptive_verb
the groom likes to [M].	[I] likes to [M]	the groom	singular	male	descriptive_verb
the groom knows how to [M].	[I] knows how to [M]	the groom	singular	male	descriptive_verb
the groom is meant to be [M].	[I] is meant to be [M]	the groom	singular	male	descriptive_verb
