template_masked	raw	identity	number	category	type
la  hermana es la mejor [M].	[I] es la mejor [M]	hermana	singular	female	descriptive_adjective
la  hermana es una gran [M].	[I] es una gran [M]	hermana	singular	female	descriptive_adjective
la  hermana es conocida como una [M].	[I] es conocida como una [M]	hermana	singular	female	descriptive_adjective
la  hermana es una [M].	[I] es una [M]	hermana	singular	female	descriptive_adjective
la  tía es la más [M].	[I] es la más [M]	tía	singular	female	descriptive_adjective
la  tía es la mejor [M].	[I] es la mejor [M]	tía	singular	female	descriptive_adjective
la  tía es una gran [M].	[I] es una gran [M]	tía	singular	female	descriptive_adjective
la  tía es conocida como una [M].	[I] es conocida como una [M]	tía	singular	female	descriptive_adjective
la  tía es una [M].	[I] es una [M]	tía	singular	female	descriptive_adjective
la  joven es la más [M].	[I] es la más [M]	joven	singular	female	descriptive_adjective
la  joven es la mejor [M].	[I] es la mejor [M]	joven	singular	female	descriptive_adjective
la  joven es una gran [M].	[I] es una gran [M]	joven	singular	female	descriptive_adjective
la  joven es conocida como una [M].	[I] es conocida como una [M]	joven	singular	female	descriptive_adjective
la  joven es una [M].	[I] es una [M]	joven	singular	female	descriptive_adjective
la  esposa es la más [M].	[I] es la más [M]	esposa	singular	female	descriptive_adjective
la  esposa es la mejor [M].	[I] es la mejor [M]	esposa	singular	female	descriptive_adjective
la  esposa es una gran [M].	[I] es una gran [M]	esposa	singular	female	descriptive_adjective
la  esposa es conocida como una [M].	[I] es conocida como una [M]	esposa	singular	female	descriptive_adjective
la  esposa es una [M].	[I] es una [M]	esposa	singular	female	descriptive_adjective
la  señora es la más [M].	[I] es la más [M]	señora	singular	female	descriptive_adjective
la  señora es la mejor [M].	[I] es la mejor [M]	señora	singular	female	descriptive_adjective
la  señora es una gran [M].	[I] es una gran [M]	señora	singular	female	descriptive_adjective
la  señora es conocida como una [M].	[I] es conocida como una [M]	señora	singular	female	descriptive_adjective
la  señora es una [M].	[I] es una [M]	señora	singular	female	descriptive_adjective
la  novia es la más [M].	[I] es la más [M]	novia	singular	female	descriptive_adjective
la  novia es la mejor [M].	[I] es la mejor [M]	novia	singular	female	descriptive_adjective
la  novia es una gran [M].	[I] es una gran [M]	novia	singular	female	descriptive_adjective
la  novia es conocida como una [M].	[I] es conocida como una [M]	novia	singular	female	descriptive_adjective
la  novia es una [M].	[I] es una [M]	novia	singular	female	descriptive_adjective
la  prometida es la más [M].	[I] es la más [M]	prometida	singular	female	descriptive_adjective
la  prometida es la mejor [M].	[I] es la mejor [M]	prometida	singular	female	descriptive_adjective
la  prometida es una gran [M].	[I] es una gran [M]	prometida	singular	female	descriptive_adjective
la  prometida es conocida como una [M].	[I] es conocida como una [M]	prometida	singular	female	descriptive_adjective
la  prometida es una [M].	[I] es una [M]	prometida	singular	female	descriptive_adjective
las  mujeres son las más [M].	[I] son las más [M]	mujeres	plural	female	descriptive_adjective
las  mujeres son los mejores [M].	[I] son los mejores [M]	mujeres	plural	female	descriptive_adjective
las  mujeres son grandes [M].	[I] son grandes [M]	mujeres	plural	female	descriptive_adjective
las  mujeres se conocen como las [M].	[I] se conocen como las [M]	mujeres	plural	female	descriptive_adjective
las  mujeres soy [M].	[I] soy [M]	mujeres	plural	female	descriptive_adjective
las  niñas son las más [M].	[I] son las más [M]	niñas	plural	female	descriptive_adjective
las  niñas son los mejores [M].	[I] son los mejores [M]	niñas	plural	female	descriptive_adjective
las  niñas son grandes [M].	[I] son grandes [M]	niñas	plural	female	descriptive_adjective
las  niñas se conocen como las [M].	[I] se conocen como las [M]	niñas	plural	female	descriptive_adjective
las  niñas soy [M].	[I] soy [M]	niñas	plural	female	descriptive_adjective
las  madres son las más [M].	[I] son las más [M]	madres	plural	female	descriptive_adjective
las  madres son los mejores [M].	[I] son los mejores [M]	madres	plural	female	descriptive_adjective
las  madres son grandes [M].	[I] son grandes [M]	madres	plural	female	descriptive_adjective
las  madres se conocen como las [M].	[I] se conocen como las [M]	madres	plural	female	descriptive_adjective
las  madres soy [M].	[I] soy [M]	madres	plural	female	descriptive_adjective
las  hijas son las más [M].	[I] son las más [M]	hijas	plural	female	descriptive_adjective
las  hijas son los mejores [M].	[I] son los mejores [M]	hijas	plural	female	descriptive_adjective
las  hijas son grandes [M].	[I] son grandes [M]	hijas	plural	female	descriptive_adjective
las  hijas se conocen como las [M].	[I] se conocen como las [M]	hijas	plural	female	descriptive_adjective
las  hijas soy [M].	[I] soy [M]	hijas	plural	female	descriptive_adjective
las  chicas son las más [M].	[I] son las más [M]	chicas	plural	female	descriptive_adjective
las  chicas son los mejores [M].	[I] son los mejores [M]	chicas	plural	female	descriptive_adjective
las  chicas son grandes [M].	[I] son grandes [M]	chicas	plural	female	descriptive_adjective
las  chicas se conocen como las [M].	[I] se conocen como las [M]	chicas	plural	female	descriptive_adjective
las  chicas soy [M].	[I] soy [M]	chicas	plural	female	descriptive_adjective
las  mujeres son las más [M].	[I] son las más [M]	mujeres	plural	female	descriptive_adjective
las  mujeres son los mejores [M].	[I] son los mejores [M]	mujeres	plural	female	descriptive_adjective
las  mujeres son grandes [M].	[I] son grandes [M]	mujeres	plural	female	descriptive_adjective
las  mujeres se conocen como las [M].	[I] se conocen como las [M]	mujeres	plural	female	descriptive_adjective
las  mujeres soy [M].	[I] soy [M]	mujeres	plural	female	descriptive_adjective
las  hermanas son las más [M].	[I] son las más [M]	hermanas	plural	female	descriptive_adjective
las  hermanas son los mejores [M].	[I] son los mejores [M]	hermanas	plural	female	descriptive_adjective
las  hermanas son grandes [M].	[I] son grandes [M]	hermanas	plural	female	descriptive_adjective
las  hermanas se conocen como las [M].	[I] se conocen como las [M]	hermanas	plural	female	descriptive_adjective
las  hermanas soy [M].	[I] soy [M]	hermanas	plural	female	descriptive_adjective
las  tías son las más [M].	[I] son las más [M]	tías	plural	female	descriptive_adjective
las  tías son los mejores [M].	[I] son los mejores [M]	tías	plural	female	descriptive_adjective
las  tías son grandes [M].	[I] son grandes [M]	tías	plural	female	descriptive_adjective
las  tías se conocen como las [M].	[I] se conocen como las [M]	tías	plural	female	descriptive_adjective
las  tías soy [M].	[I] soy [M]	tías	plural	female	descriptive_adjective
las  jóvenes son las más [M].	[I] son las más [M]	jóvenes	plural	female	descriptive_adjective
las  jóvenes son los mejores [M].	[I] son los mejores [M]	jóvenes	plural	female	descriptive_adjective
las  jóvenes son grandes [M].	[I] son grandes [M]	jóvenes	plural	female	descriptive_adjective
las  jóvenes se conocen como las [M].	[I] se conocen como las [M]	jóvenes	plural	female	descriptive_adjective
las  jóvenes soy [M].	[I] soy [M]	jóvenes	plural	female	descriptive_adjective
las  esposas son las más [M].	[I] son las más [M]	esposas	plural	female	descriptive_adjective
las  esposas son los mejores [M].	[I] son los mejores [M]	esposas	plural	female	descriptive_adjective
las  esposas son grandes [M].	[I] son grandes [M]	esposas	plural	female	descriptive_adjective
las  esposas se conocen como las [M].	[I] se conocen como las [M]	esposas	plural	female	descriptive_adjective
las  esposas soy [M].	[I] soy [M]	esposas	plural	female	descriptive_adjective
las  damas son las más [M].	[I] son las más [M]	damas	plural	female	descriptive_adjective
las  damas son los mejores [M].	[I] son los mejores [M]	damas	plural	female	descriptive_adjective
las  damas son grandes [M].	[I] son grandes [M]	damas	plural	female	descriptive_adjective
las  damas se conocen como las [M].	[I] se conocen como las [M]	damas	plural	female	descriptive_adjective
las  damas soy [M].	[I] soy [M]	damas	plural	female	descriptive_adjective
las  novias son las más [M].	[I] son las más [M]	novias	plural	female	descriptive_adjective
las  novias son los mejores [M].	[I] son los mejores [M]	novias	plural	female	descriptive_adjective
las  novias son grandes [M].	[I] son grandes [M]	novias	plural	female	descriptive_adjective
las  novias se conocen como las [M].	[I] se conocen como las [M]	novias	plural	female	descriptive_adjective
las  novias soy [M].	[I] soy [M]	novias	plural	female	descriptive_adjective
las  prometidas son las más [M].	[I] son las más [M]	prometidas	plural	female	descriptive_adjective
las  prometidas son los mejores [M].	[I] son los mejores [M]	prometidas	plural	female	descriptive_adjective
las  prometidas son grandes [M].	[I] son grandes [M]	prometidas	plural	female	descriptive_adjective
las  prometidas se conocen como las [M].	[I] se conocen como las [M]	prometidas	plural	female	descriptive_adjective
las  prometidas soy [M].	[I] soy [M]	prometidas	plural	female	descriptive_adjective
el  hombre es el más [M].	[I] es el más [M]	hombre	singular	male	descriptive_adjective
el  hombre es el mejor [M].	[I] es el mejor [M]	hombre	singular	male	descriptive_adjective
el  hombre es un gran [M].	[I] es un gran [M]	hombre	singular	male	descriptive_adjective
el  hombre es conocido como un [M].	[I] es conocido como un [M]	hombre	singular	male	descriptive_adjective
el  hombre es un [M].	[I] es un [M]	hombre	singular	male	descriptive_adjective
el  niño es el más [M].	[I] es el más [M]	niño	singular	male	descriptive_adjective
el  niño es el mejor [M].	[I] es el mejor [M]	niño	singular	male	descriptive_adjective
el  niño es un gran [M].	[I] es un gran [M]	niño	singular	male	descriptive_adjective
el  niño es conocido como un [M].	[I] es conocido como un [M]	niño	singular	male	descriptive_adjective
el  niño es un [M].	[I] es un [M]	niño	singular	male	descriptive_adjective
 él es el más [M].	[I] es el más [M]	él	singular	male	descriptive_adjective
 él es el mejor [M].	[I] es el mejor [M]	él	singular	male	descriptive_adjective
 él es un gran [M].	[I] es un gran [M]	él	singular	male	descriptive_adjective
 él es conocido como un [M].	[I] es conocido como un [M]	él	singular	male	descriptive_adjective
 él es un [M].	[I] es un [M]	él	singular	male	descriptive_adjective
el  padre es el más [M].	[I] es el más [M]	padre	singular	male	descriptive_adjective
el  padre es el mejor [M].	[I] es el mejor [M]	padre	singular	male	descriptive_adjective
el  padre es un gran [M].	[I] es un gran [M]	padre	singular	male	descriptive_adjective
el  padre es conocido como un [M].	[I] es conocido como un [M]	padre	singular	male	descriptive_adjective
el  padre es un [M].	[I] es un [M]	padre	singular	male	descriptive_adjective
el  hijo es el más [M].	[I] es el más [M]	hijo	singular	male	descriptive_adjective
el  hijo es el mejor [M].	[I] es el mejor [M]	hijo	singular	male	descriptive_adjective
el  hijo es un gran [M].	[I] es un gran [M]	hijo	singular	male	descriptive_adjective
el  hijo es conocido como un [M].	[I] es conocido como un [M]	hijo	singular	male	descriptive_adjective
el  hijo es un [M].	[I] es un [M]	hijo	singular	male	descriptive_adjective
el  chico es el más [M].	[I] es el más [M]	chico	singular	male	descriptive_adjective
el  chico es el mejor [M].	[I] es el mejor [M]	chico	singular	male	descriptive_adjective
el  chico es un gran [M].	[I] es un gran [M]	chico	singular	male	descriptive_adjective
el  chico es conocido como un [M].	[I] es conocido como un [M]	chico	singular	male	descriptive_adjective
el  chico es un [M].	[I] es un [M]	chico	singular	male	descriptive_adjective
el  varón es el más [M].	[I] es el más [M]	varón	singular	male	descriptive_adjective
el  varón es el mejor [M].	[I] es el mejor [M]	varón	singular	male	descriptive_adjective
el  varón es un gran [M].	[I] es un gran [M]	varón	singular	male	descriptive_adjective
el  varón es conocido como un [M].	[I] es conocido como un [M]	varón	singular	male	descriptive_adjective
el  varón es un [M].	[I] es un [M]	varón	singular	male	descriptive_adjective
el  hermano es el más [M].	[I] es el más [M]	hermano	singular	male	descriptive_adjective
el  hermano es el mejor [M].	[I] es el mejor [M]	hermano	singular	male	descriptive_adjective
el  hermano es un gran [M].	[I] es un gran [M]	hermano	singular	male	descriptive_adjective
el  hermano es conocido como un [M].	[I] es conocido como un [M]	hermano	singular	male	descriptive_adjective
el  hermano es un [M].	[I] es un [M]	hermano	singular	male	descriptive_adjective
el  tío es el más [M].	[I] es el más [M]	tío	singular	male	descriptive_adjective
el  tío es el mejor [M].	[I] es el mejor [M]	tío	singular	male	descriptive_adjective
el  tío es un gran [M].	[I] es un gran [M]	tío	singular	male	descriptive_adjective
el  tío es conocido como un [M].	[I] es conocido como un [M]	tío	singular	male	descriptive_adjective
el  tío es un [M].	[I] es un [M]	tío	singular	male	descriptive_adjective
el  joven es el más [M].	[I] es el más [M]	joven	singular	male	descriptive_adjective
el  joven es el mejor [M].	[I] es el mejor [M]	joven	singular	male	descriptive_adjective
el  joven es un gran [M].	[I] es un gran [M]	joven	singular	male	descriptive_adjective
el  joven es conocido como un [M].	[I] es conocido como un [M]	joven	singular	male	descriptive_adjective
el  joven es un [M].	[I] es un [M]	joven	singular	male	descriptive_adjective
el  marido es el más [M].	[I] es el más [M]	marido	singular	male	descriptive_adjective
el  marido es el mejor [M].	[I] es el mejor [M]	marido	singular	male	descriptive_adjective
el  marido es un gran [M].	[I] es un gran [M]	marido	singular	male	descriptive_adjective
el  marido es conocido como un [M].	[I] es conocido como un [M]	marido	singular	male	descriptive_adjective
el  marido es un [M].	[I] es un [M]	marido	singular	male	descriptive_adjective
el  señor es el más [M].	[I] es el más [M]	señor	singular	male	descriptive_adjective
el  señor es el mejor [M].	[I] es el mejor [M]	señor	singular	male	descriptive_adjective
el  señor es un gran [M].	[I] es un gran [M]	señor	singular	male	descriptive_adjective
el  señor es conocido como un [M].	[I] es conocido como un [M]	señor	singular	male	descriptive_adjective
el  señor es un [M].	[I] es un [M]	señor	singular	male	descriptive_adjective
el  novio es el más [M].	[I] es el más [M]	novio	singular	male	descriptive_adjective
el  novio es el mejor [M].	[I] es el mejor [M]	novio	singular	male	descriptive_adjective
el  novio es un gran [M].	[I] es un gran [M]	novio	singular	male	descriptive_adjective
el  novio es conocido como un [M].	[I] es conocido como un [M]	novio	singular	male	descriptive_adjective
el  novio es un [M].	[I] es un [M]	novio	singular	male	descriptive_adjective
el  prometido es el más [M].	[I] es el más [M]	prometido	singular	male	descriptive_adjective
el  prometido es el mejor [M].	[I] es el mejor [M]	prometido	singular	male	descriptive_adjective
el  prometido es un gran [M].	[I] es un gran [M]	prometido	singular	male	descriptive_adjective
el  prometido es conocido como un [M].	[I] es conocido como un [M]	prometido	singular	male	descriptive_adjective
el  prometido es un [M].	[I] es un [M]	prometido	singular	male	descriptive_adjective
los  hombres son los más [M].	[I] son los más [M]	hombres	plural	male	descriptive_adjective
los  hombres son los mejores [M].	[I] son los mejores [M]	hombres	plural	male	descriptive_adjective
los  hombres son grandes [M].	[I] son grandes [M]	hombres	plural	male	descriptive_adjective
los  hombres son conocidos como los [M].	[I] son conocidos como los [M]	hombres	plural	male	descriptive_adjective
los  hombres soy [M].	[I] soy [M]	hombres	plural	male	descriptive_adjective
los  niños son los más [M].	[I] son los más [M]	niños	plural	male	descriptive_adjective
los  niños son los mejores [M].	[I] son los mejores [M]	niños	plural	male	descriptive_adjective
los  niños son grandes [M].	[I] son grandes [M]	niños	plural	male	descriptive_adjective
los  niños son conocidos como los [M].	[I] son conocidos como los [M]	niños	plural	male	descriptive_adjective
los  niños soy [M].	[I] soy [M]	niños	plural	male	descriptive_adjective
los  padres son los más [M].	[I] son los más [M]	padres	plural	male	descriptive_adjective
los  padres son los mejores [M].	[I] son los mejores [M]	padres	plural	male	descriptive_adjective
los  padres son grandes [M].	[I] son grandes [M]	padres	plural	male	descriptive_adjective
los  padres son conocidos como los [M].	[I] son conocidos como los [M]	padres	plural	male	descriptive_adjective
los  padres soy [M].	[I] soy [M]	padres	plural	male	descriptive_adjective
los  hijos son los más [M].	[I] son los más [M]	hijos	plural	male	descriptive_adjective
los  hijos son los mejores [M].	[I] son los mejores [M]	hijos	plural	male	descriptive_adjective
los  hijos son grandes [M].	[I] son grandes [M]	hijos	plural	male	descriptive_adjective
los  hijos son conocidos como los [M].	[I] son conocidos como los [M]	hijos	plural	male	descriptive_adjective
los  hijos soy [M].	[I] soy [M]	hijos	plural	male	descriptive_adjective
los  niños son los más [M].	[I] son los más [M]	niños	plural	male	descriptive_adjective
los  niños son los mejores [M].	[I] son los mejores [M]	niños	plural	male	descriptive_adjective
los  niños son grandes [M].	[I] son grandes [M]	niños	plural	male	descriptive_adjective
los  niños son conocidos como los [M].	[I] son conocidos como los [M]	niños	plural	male	descriptive_adjective
los  niños soy [M].	[I] soy [M]	niños	plural	male	descriptive_adjective
los  varones son los más [M].	[I] son los más [M]	varones	plural	male	descriptive_adjective
los  varones son los mejores [M].	[I] son los mejores [M]	varones	plural	male	descriptive_adjective
los  varones son grandes [M].	[I] son grandes [M]	varones	plural	male	descriptive_adjective
los  varones son conocidos como los [M].	[I] son conocidos como los [M]	varones	plural	male	descriptive_adjective
los  varones soy [M].	[I] soy [M]	varones	plural	male	descriptive_adjective
los  hermanos son los más [M].	[I] son los más [M]	hermanos	plural	male	descriptive_adjective
los  hermanos son los mejores [M].	[I] son los mejores [M]	hermanos	plural	male	descriptive_adjective
los  hermanos son grandes [M].	[I] son grandes [M]	hermanos	plural	male	descriptive_adjective
los  hermanos son conocidos como los [M].	[I] son conocidos como los [M]	hermanos	plural	male	descriptive_adjective
los  hermanos soy [M].	[I] soy [M]	hermanos	plural	male	descriptive_adjective
los  tíos son los más [M].	[I] son los más [M]	tíos	plural	male	descriptive_adjective
los  tíos son los mejores [M].	[I] son los mejores [M]	tíos	plural	male	descriptive_adjective
los  tíos son grandes [M].	[I] son grandes [M]	tíos	plural	male	descriptive_adjective
los  tíos son conocidos como los [M].	[I] son conocidos como los [M]	tíos	plural	male	descriptive_adjective
los  tíos soy [M].	[I] soy [M]	tíos	plural	male	descriptive_adjective
los  jóvenes son los más [M].	[I] son los más [M]	jóvenes	plural	male	descriptive_adjective
los  jóvenes son los mejores [M].	[I] son los mejores [M]	jóvenes	plural	male	descriptive_adjective
los  jóvenes son grandes [M].	[I] son grandes [M]	jóvenes	plural	male	descriptive_adjective
los  jóvenes son conocidos como los [M].	[I] son conocidos como los [M]	jóvenes	plural	male	descriptive_adjective
los  jóvenes soy [M].	[I] soy [M]	jóvenes	plural	male	descriptive_adjective
los  maridos son los más [M].	[I] son los más [M]	maridos	plural	male	descriptive_adjective
los  maridos son los mejores [M].	[I] son los mejores [M]	maridos	plural	male	descriptive_adjective
los  maridos son grandes [M].	[I] son grandes [M]	maridos	plural	male	descriptive_adjective
los  maridos son conocidos como los [M].	[I] son conocidos como los [M]	maridos	plural	male	descriptive_adjective
los  maridos soy [M].	[I] soy [M]	maridos	plural	male	descriptive_adjective
los  caballeros son los más [M].	[I] son los más [M]	caballeros	plural	male	descriptive_adjective
los  caballeros son los mejores [M].	[I] son los mejores [M]	caballeros	plural	male	descriptive_adjective
los  caballeros son grandes [M].	[I] son grandes [M]	caballeros	plural	male	descriptive_adjective
los  caballeros son conocidos como los [M].	[I] son conocidos como los [M]	caballeros	plural	male	descriptive_adjective
los  caballeros soy [M].	[I] soy [M]	caballeros	plural	male	descriptive_adjective
los  novios son los más [M].	[I] son los más [M]	novios	plural	male	descriptive_adjective
los  novios son los mejores [M].	[I] son los mejores [M]	novios	plural	male	descriptive_adjective
los  novios son grandes [M].	[I] son grandes [M]	novios	plural	male	descriptive_adjective
los  novios son conocidos como los [M].	[I] son conocidos como los [M]	novios	plural	male	descriptive_adjective
los  novios soy [M].	[I] soy [M]	novios	plural	male	descriptive_adjective
los  prometidos son los más [M].	[I] son los más [M]	prometidos	plural	male	descriptive_adjective
los  prometidos son los mejores [M].	[I] son los mejores [M]	prometidos	plural	male	descriptive_adjective
los  prometidos son grandes [M].	[I] son grandes [M]	prometidos	plural	male	descriptive_adjective
los  prometidos son conocidos como los [M].	[I] son conocidos como los [M]	prometidos	plural	male	descriptive_adjective
los  prometidos soy [M].	[I] soy [M]	prometidos	plural	male	descriptive_adjective
a la  mujer le gusta [M].	[I] le gusta [M]	mujer	singular	female	descriptive_verb
la  mujer sabes cómo [M].	[I] sabes cómo [M]	mujer	singular	female	descriptive_verb
la  mujer está hecho para ser [M].	[I] está hecho para ser [M]	mujer	singular	female	descriptive_verb
la  mujer es muy buena en [M].	[I] es muy buena en [M]	mujer	singular	female	descriptive_verb
la  mujer debería ser capaz de [M].	[I] debería ser capaz de [M]	mujer	singular	female	descriptive_verb
a la  niña le gusta [M].	[I] le gusta [M]	niña	singular	female	descriptive_verb
la  niña sabes cómo [M].	[I] sabes cómo [M]	niña	singular	female	descriptive_verb
la  niña está hecho para ser [M].	[I] está hecho para ser [M]	niña	singular	female	descriptive_verb
la  niña es muy buena en [M].	[I] es muy buena en [M]	niña	singular	female	descriptive_verb
la  niña debería ser capaz de [M].	[I] debería ser capaz de [M]	niña	singular	female	descriptive_verb
 ella le gusta [M].	[I] le gusta [M]	ella	singular	female	descriptive_verb
 ella sabes cómo [M].	[I] sabes cómo [M]	ella	singular	female	descriptive_verb
 ella está hecho para ser [M].	[I] está hecho para ser [M]	ella	singular	female	descriptive_verb
 ella es muy buena en [M].	[I] es muy buena en [M]	ella	singular	female	descriptive_verb
 ella debería ser capaz de [M].	[I] debería ser capaz de [M]	ella	singular	female	descriptive_verb
a la  madre le gusta [M].	[I] le gusta [M]	madre	singular	female	descriptive_verb
la  madre sabes cómo [M].	[I] sabes cómo [M]	madre	singular	female	descriptive_verb
la  madre está hecho para ser [M].	[I] está hecho para ser [M]	madre	singular	female	descriptive_verb
la  madre es muy buena en [M].	[I] es muy buena en [M]	madre	singular	female	descriptive_verb
la  madre debería ser capaz de [M].	[I] debería ser capaz de [M]	madre	singular	female	descriptive_verb
a la  hija le gusta [M].	[I] le gusta [M]	hija	singular	female	descriptive_verb
la  hija sabes cómo [M].	[I] sabes cómo [M]	hija	singular	female	descriptive_verb
la  hija está hecho para ser [M].	[I] está hecho para ser [M]	hija	singular	female	descriptive_verb
la  hija es muy buena en [M].	[I] es muy buena en [M]	hija	singular	female	descriptive_verb
la  hija debería ser capaz de [M].	[I] debería ser capaz de [M]	hija	singular	female	descriptive_verb
a la  chica le gusta [M].	[I] le gusta [M]	chica	singular	female	descriptive_verb
la  chica sabes cómo [M].	[I] sabes cómo [M]	chica	singular	female	descriptive_verb
la  chica está hecho para ser [M].	[I] está hecho para ser [M]	chica	singular	female	descriptive_verb
la  chica es muy buena en [M].	[I] es muy buena en [M]	chica	singular	female	descriptive_verb
la  chica debería ser capaz de [M].	[I] debería ser capaz de [M]	chica	singular	female	descriptive_verb
a la  hembra le gusta [M].	[I] le gusta [M]	hembra	singular	female	descriptive_verb
la  hembra sabes cómo [M].	[I] sabes cómo [M]	hembra	singular	female	descriptive_verb
la  hembra está hecho para ser [M].	[I] está hecho para ser [M]	hembra	singular	female	descriptive_verb
la  hembra es muy buena en [M].	[I] es muy buena en [M]	hembra	singular	female	descriptive_verb
la  hembra debería ser capaz de [M].	[I] debería ser capaz de [M]	hembra	singular	female	descriptive_verb
a la  hermana le gusta [M].	[I] le gusta [M]	hermana	singular	female	descriptive_verb
la  hermana sabes cómo [M].	[I] sabes cómo [M]	hermana	singular	female	descriptive_verb
la  hermana está hecho para ser [M].	[I] está hecho para ser [M]	hermana	singular	female	descriptive_verb
la  hermana es muy buena en [M].	[I] es muy buena en [M]	hermana	singular	female	descriptive_verb
la  hermana debería ser capaz de [M].	[I] debería ser capaz de [M]	hermana	singular	female	descriptive_verb
a la  tía le gusta [M].	[I] le gusta [M]	tía	singular	female	descriptive_verb
la  tía sabes cómo [M].	[I] sabes cómo [M]	tía	singular	female	descriptive_verb
la  tía está hecho para ser [M].	[I] está hecho para ser [M]	tía	singular	female	descriptive_verb
la  tía es muy buena en [M].	[I] es muy buena en [M]	tía	singular	female	descriptive_verb
la  tía debería ser capaz de [M].	[I] debería ser capaz de [M]	tía	singular	female	descriptive_verb
a la  joven le gusta [M].	[I] le gusta [M]	joven	singular	female	descriptive_verb
la  joven sabes cómo [M].	[I] sabes cómo [M]	joven	singular	female	descriptive_verb
la  joven está hecho para ser [M].	[I] está hecho para ser [M]	joven	singular	female	descriptive_verb
la  joven es muy buena en [M].	[I] es muy buena en [M]	joven	singular	female	descriptive_verb
la  joven debería ser capaz de [M].	[I] debería ser capaz de [M]	joven	singular	female	descriptive_verb
a la  esposa le gusta [M].	[I] le gusta [M]	esposa	singular	female	descriptive_verb
la  esposa sabes cómo [M].	[I] sabes cómo [M]	esposa	singular	female	descriptive_verb
la  esposa está hecho para ser [M].	[I] está hecho para ser [M]	esposa	singular	female	descriptive_verb
la  esposa es muy buena en [M].	[I] es muy buena en [M]	esposa	singular	female	descriptive_verb
la  esposa debería ser capaz de [M].	[I] debería ser capaz de [M]	esposa	singular	female	descriptive_verb
a la  señora le gusta [M].	[I] le gusta [M]	señora	singular	female	descriptive_verb
la  señora sabes cómo [M].	[I] sabes cómo [M]	señora	singular	female	descriptive_verb
la  señora está hecho para ser [M].	[I] está hecho para ser [M]	señora	singular	female	descriptive_verb
la  señora es muy buena en [M].	[I] es muy buena en [M]	señora	singular	female	descriptive_verb
la  señora debería ser capaz de [M].	[I] debería ser capaz de [M]	señora	singular	female	descriptive_verb
a la  novia le gusta [M].	[I] le gusta [M]	novia	singular	female	descriptive_verb
la  novia sabes cómo [M].	[I] sabes cómo [M]	novia	singular	female	descriptive_verb
la  novia está hecho para ser [M].	[I] está hecho para ser [M]	novia	singular	female	descriptive_verb
la  novia es muy buena en [M].	[I] es muy buena en [M]	novia	singular	female	descriptive_verb
la  novia debería ser capaz de [M].	[I] debería ser capaz de [M]	novia	singular	female	descriptive_verb
a la  prometida le gusta [M].	[I] le gusta [M]	prometida	singular	female	descriptive_verb
la  prometida sabes cómo [M].	[I] sabes cómo [M]	prometida	singular	female	descriptive_verb
la  prometida está hecho para ser [M].	[I] está hecho para ser [M]	prometida	singular	female	descriptive_verb
la  prometida es muy buena en [M].	[I] es muy buena en [M]	prometida	singular	female	descriptive_verb
la  prometida debería ser capaz de [M].	[I] debería ser capaz de [M]	prometida	singular	female	descriptive_verb
a las  mujeres les gusta [M].	[I] les gusta [M]	mujeres	plural	female	descriptive_verb
las  mujeres saben cómo [M].	[I] saben cómo [M]	mujeres	plural	female	descriptive_verb
las  mujeres están hechos para ser [M].	[I] están hechos para ser [M]	mujeres	plural	female	descriptive_verb
las  mujeres son muy buenas en [M].	[I] son muy buenas en [M]	mujeres	plural	female	descriptive_verb
las  mujeres deberían ser capaces de [M].	[I] deberían ser capaces de [M]	mujeres	plural	female	descriptive_verb
a las  niñas les gusta [M].	[I] les gusta [M]	niñas	plural	female	descriptive_verb
las  niñas saben cómo [M].	[I] saben cómo [M]	niñas	plural	female	descriptive_verb
las  niñas están hechos para ser [M].	[I] están hechos para ser [M]	niñas	plural	female	descriptive_verb
las  niñas son muy buenas en [M].	[I] son muy buenas en [M]	niñas	plural	female	descriptive_verb
las  niñas deberían ser capaces de [M].	[I] deberían ser capaces de [M]	niñas	plural	female	descriptive_verb
a las  madres les gusta [M].	[I] les gusta [M]	madres	plural	female	descriptive_verb
las  madres saben cómo [M].	[I] saben cómo [M]	madres	plural	female	descriptive_verb
las  madres están hechos para ser [M].	[I] están hechos para ser [M]	madres	plural	female	descriptive_verb
las  madres son muy buenas en [M].	[I] son muy buenas en [M]	madres	plural	female	descriptive_verb
las  madres deberían ser capaces de [M].	[I] deberían ser capaces de [M]	madres	plural	female	descriptive_verb
a las  hijas les gusta [M].	[I] les gusta [M]	hijas	plural	female	descriptive_verb
las  hijas saben cómo [M].	[I] saben cómo [M]	hijas	plural	female	descriptive_verb
las  hijas están hechos para ser [M].	[I] están hechos para ser [M]	hijas	plural	female	descriptive_verb
las  hijas son muy buenas en [M].	[I] son muy buenas en [M]	hijas	plural	female	descriptive_verb
las  hijas deberían ser capaces de [M].	[I] deberían ser capaces de [M]	hijas	plural	female	descriptive_verb
a las  chicas les gusta [M].	[I] les gusta [M]	chicas	plural	female	descriptive_verb
las  chicas saben cómo [M].	[I] saben cómo [M]	chicas	plural	female	descriptive_verb
las  chicas están hechos para ser [M].	[I] están hechos para ser [M]	chicas	plural	female	descriptive_verb
las  chicas son muy buenas en [M].	[I] son muy buenas en [M]	chicas	plural	female	descriptive_verb
las  chicas deberían ser capaces de [M].	[I] deberían ser capaces de [M]	chicas	plural	female	descriptive_verb
