template_masked	raw	identity	number	category	type
femela este cea mai bună [M].	[I] este cea mai bună [M]	femela	singular	female	descriptive_adjective
femela este o mare [M].	[I] este o mare [M]	femela	singular	female	descriptive_adjective
femela este cunoscută ca [M].	[I] este cunoscută ca [M]	femela	singular	female	descriptive_adjective
femela e o [M].	[I] e o [M]	femela	singular	female	descriptive_adjective
sora este cea mai [M].	[I] este cea mai [M]	sora	singular	female	descriptive_adjective
sora este cea mai bună [M].	[I] este cea mai bună [M]	sora	singular	female	descriptive_adjective
sora este o mare [M].	[I] este o mare [M]	sora	singular	female	descriptive_adjective
sora este cunoscută ca [M].	[I] este cunoscută ca [M]	sora	singular	female	descriptive_adjective
sora e o [M].	[I] e o [M]	sora	singular	female	descriptive_adjective
mătuşa este cea mai [M].	[I] este cea mai [M]	mătuşa	singular	female	descriptive_adjective
mătuşa este cea mai bună [M].	[I] este cea mai bună [M]	mătuşa	singular	female	descriptive_adjective
mătuşa este o mare [M].	[I] este o mare [M]	mătuşa	singular	female	descriptive_adjective
mătuşa este cunoscută ca [M].	[I] este cunoscută ca [M]	mătuşa	singular	female	descriptive_adjective
mătuşa e o [M].	[I] e o [M]	mătuşa	singular	female	descriptive_adjective
tânăra este cea mai [M].	[I] este cea mai [M]	tânăra	singular	female	descriptive_adjective
tânăra este cea mai bună [M].	[I] este cea mai bună [M]	tânăra	singular	female	descriptive_adjective
tânăra este o mare [M].	[I] este o mare [M]	tânăra	singular	female	descriptive_adjective
tânăra este cunoscută ca [M].	[I] este cunoscută ca [M]	tânăra	singular	female	descriptive_adjective
tânăra e o [M].	[I] e o [M]	tânăra	singular	female	descriptive_adjective
soția este cea mai [M].	[I] este cea mai [M]	soția	singular	female	descriptive_adjective
soția este cea mai bună [M].	[I] este cea mai bună [M]	soția	singular	female	descriptive_adjective
soția este o mare [M].	[I] este o mare [M]	soția	singular	female	descriptive_adjective
soția este cunoscută ca [M].	[I] este cunoscută ca [M]	soția	singular	female	descriptive_adjective
soția e o [M].	[I] e o [M]	soția	singular	female	descriptive_adjective
doamna este cea mai [M].	[I] este cea mai [M]	doamna	singular	female	descriptive_adjective
doamna este cea mai bună [M].	[I] este cea mai bună [M]	doamna	singular	female	descriptive_adjective
doamna este o mare [M].	[I] este o mare [M]	doamna	singular	female	descriptive_adjective
doamna este cunoscută ca [M].	[I] este cunoscută ca [M]	doamna	singular	female	descriptive_adjective
doamna e o [M].	[I] e o [M]	doamna	singular	female	descriptive_adjective
mireasa este cea mai [M].	[I] este cea mai [M]	mireasa	singular	female	descriptive_adjective
mireasa este cea mai bună [M].	[I] este cea mai bună [M]	mireasa	singular	female	descriptive_adjective
mireasa este o mare [M].	[I] este o mare [M]	mireasa	singular	female	descriptive_adjective
mireasa este cunoscută ca [M].	[I] este cunoscută ca [M]	mireasa	singular	female	descriptive_adjective
mireasa e o [M].	[I] e o [M]	mireasa	singular	female	descriptive_adjective
iubita este cea mai [M].	[I] este cea mai [M]	iubita	singular	female	descriptive_adjective
iubita este cea mai bună [M].	[I] este cea mai bună [M]	iubita	singular	female	descriptive_adjective
iubita este o mare [M].	[I] este o mare [M]	iubita	singular	female	descriptive_adjective
iubita este cunoscută ca [M].	[I] este cunoscută ca [M]	iubita	singular	female	descriptive_adjective
iubita e o [M].	[I] e o [M]	iubita	singular	female	descriptive_adjective
femeile sunt cele mai [M].	[I] sunt cele mai [M]	femeile	plural	female	descriptive_adjective
femeile sunt cele mai bune [M].	[I] sunt cele mai bune [M]	femeile	plural	female	descriptive_adjective
femeile sunt grozave [M].	[I] sunt grozave [M]	femeile	plural	female	descriptive_adjective
femeile sunt cunoscute ca [M].	[I] sunt cunoscute ca [M]	femeile	plural	female	descriptive_adjective
femeile sunt [M].	[I] sunt [M]	femeile	plural	female	descriptive_adjective
copilele sunt cele mai [M].	[I] sunt cele mai [M]	copilele	plural	female	descriptive_adjective
copilele sunt cele mai bune [M].	[I] sunt cele mai bune [M]	copilele	plural	female	descriptive_adjective
copilele sunt grozave [M].	[I] sunt grozave [M]	copilele	plural	female	descriptive_adjective
copilele sunt cunoscute ca [M].	[I] sunt cunoscute ca [M]	copilele	plural	female	descriptive_adjective
copilele sunt [M].	[I] sunt [M]	copilele	plural	female	descriptive_adjective
ele sunt cele mai [M].	[I] sunt cele mai [M]	ele	plural	female	descriptive_adjective
ele sunt cele mai bune [M].	[I] sunt cele mai bune [M]	ele	plural	female	descriptive_adjective
ele sunt grozave [M].	[I] sunt grozave [M]	ele	plural	female	descriptive_adjective
ele sunt cunoscute ca [M].	[I] sunt cunoscute ca [M]	ele	plural	female	descriptive_adjective
ele sunt [M].	[I] sunt [M]	ele	plural	female	descriptive_adjective
mamele sunt cele mai [M].	[I] sunt cele mai [M]	mamele	plural	female	descriptive_adjective
mamele sunt cele mai bune [M].	[I] sunt cele mai bune [M]	mamele	plural	female	descriptive_adjective
mamele sunt grozave [M].	[I] sunt grozave [M]	mamele	plural	female	descriptive_adjective
mamele sunt cunoscute ca [M].	[I] sunt cunoscute ca [M]	mamele	plural	female	descriptive_adjective
mamele sunt [M].	[I] sunt [M]	mamele	plural	female	descriptive_adjective
fiicele sunt cele mai [M].	[I] sunt cele mai [M]	fiicele	plural	female	descriptive_adjective
fiicele sunt cele mai bune [M].	[I] sunt cele mai bune [M]	fiicele	plural	female	descriptive_adjective
fiicele sunt grozave [M].	[I] sunt grozave [M]	fiicele	plural	female	descriptive_adjective
fiicele sunt cunoscute ca [M].	[I] sunt cunoscute ca [M]	fiicele	plural	female	descriptive_adjective
fiicele sunt [M].	[I] sunt [M]	fiicele	plural	female	descriptive_adjective
fetele sunt cele mai [M].	[I] sunt cele mai [M]	fetele	plural	female	descriptive_adjective
fetele sunt cele mai bune [M].	[I] sunt cele mai bune [M]	fetele	plural	female	descriptive_adjective
fetele sunt grozave [M].	[I] sunt grozave [M]	fetele	plural	female	descriptive_adjective
fetele sunt cunoscute ca [M].	[I] sunt cunoscute ca [M]	fetele	plural	female	descriptive_adjective
fetele sunt [M].	[I] sunt [M]	fetele	plural	female	descriptive_adjective
femelele sunt cele mai [M].	[I] sunt cele mai [M]	femelele	plural	female	descriptive_adjective
femelele sunt cele mai bune [M].	[I] sunt cele mai bune [M]	femelele	plural	female	descriptive_adjective
femelele sunt grozave [M].	[I] sunt grozave [M]	femelele	plural	female	descriptive_adjective
femelele sunt cunoscute ca [M].	[I] sunt cunoscute ca [M]	femelele	plural	female	descriptive_adjective
femelele sunt [M].	[I] sunt [M]	femelele	plural	female	descriptive_adjective
surorile sunt cele mai [M].	[I] sunt cele mai [M]	surorile	plural	female	descriptive_adjective
surorile sunt cele mai bune [M].	[I] sunt cele mai bune [M]	surorile	plural	female	descriptive_adjective
surorile sunt grozave [M].	[I] sunt grozave [M]	surorile	plural	female	descriptive_adjective
surorile sunt cunoscute ca [M].	[I] sunt cunoscute ca [M]	surorile	plural	female	descriptive_adjective
surorile sunt [M].	[I] sunt [M]	surorile	plural	female	descriptive_adjective
mătuşile sunt cele mai [M].	[I] sunt cele mai [M]	mătuşile	plural	female	descriptive_adjective
mătuşile sunt cele mai bune [M].	[I] sunt cele mai bune [M]	mătuşile	plural	female	descriptive_adjective
mătuşile sunt grozave [M].	[I] sunt grozave [M]	mătuşile	plural	female	descriptive_adjective
mătuşile sunt cunoscute ca [M].	[I] sunt cunoscute ca [M]	mătuşile	plural	female	descriptive_adjective
mătuşile sunt [M].	[I] sunt [M]	mătuşile	plural	female	descriptive_adjective
tinerele sunt cele mai [M].	[I] sunt cele mai [M]	tinerele	plural	female	descriptive_adjective
tinerele sunt cele mai bune [M].	[I] sunt cele mai bune [M]	tinerele	plural	female	descriptive_adjective
tinerele sunt grozave [M].	[I] sunt grozave [M]	tinerele	plural	female	descriptive_adjective
tinerele sunt cunoscute ca [M].	[I] sunt cunoscute ca [M]	tinerele	plural	female	descriptive_adjective
tinerele sunt [M].	[I] sunt [M]	tinerele	plural	female	descriptive_adjective
soțiile sunt cele mai [M].	[I] sunt cele mai [M]	soțiile	plural	female	descriptive_adjective
soțiile sunt cele mai bune [M].	[I] sunt cele mai bune [M]	soțiile	plural	female	descriptive_adjective
soțiile sunt grozave [M].	[I] sunt grozave [M]	soțiile	plural	female	descriptive_adjective
soțiile sunt cunoscute ca [M].	[I] sunt cunoscute ca [M]	soțiile	plural	female	descriptive_adjective
soțiile sunt [M].	[I] sunt [M]	soțiile	plural	female	descriptive_adjective
doamnele sunt cele mai [M].	[I] sunt cele mai [M]	doamnele	plural	female	descriptive_adjective
doamnele sunt cele mai bune [M].	[I] sunt cele mai bune [M]	doamnele	plural	female	descriptive_adjective
doamnele sunt grozave [M].	[I] sunt grozave [M]	doamnele	plural	female	descriptive_adjective
doamnele sunt cunoscute ca [M].	[I] sunt cunoscute ca [M]	doamnele	plural	female	descriptive_adjective
doamnele sunt [M].	[I] sunt [M]	doamnele	plural	female	descriptive_adjective
miresele sunt cele mai [M].	[I] sunt cele mai [M]	miresele	plural	female	descriptive_adjective
miresele sunt cele mai bune [M].	[I] sunt cele mai bune [M]	miresele	plural	female	descriptive_adjective
miresele sunt grozave [M].	[I] sunt grozave [M]	miresele	plural	female	descriptive_adjective
miresele sunt cunoscute ca [M].	[I] sunt cunoscute ca [M]	miresele	plural	female	descriptive_adjective
miresele sunt [M].	[I] sunt [M]	miresele	plural	female	descriptive_adjective
iubitele sunt cele mai [M].	[I] sunt cele mai [M]	iubitele	plural	female	descriptive_adjective
iubitele sunt cele mai bune [M].	[I] sunt cele mai bune [M]	iubitele	plural	female	descriptive_adjective
iubitele sunt grozave [M].	[I] sunt grozave [M]	iubitele	plural	female	descriptive_adjective
iubitele sunt cunoscute ca [M].	[I] sunt cunoscute ca [M]	iubitele	plural	female	descriptive_adjective
iubitele sunt [M].	[I] sunt [M]	iubitele	plural	female	descriptive_adjective
bărbatul este cel mai [M].	[I] este cel mai [M]	bărbatul	singular	male	descriptive_adjective
bărbatul este cel mai bun [M].	[I] este cel mai bun [M]	bărbatul	singular	male	descriptive_adjective
bărbatul este un mare [M].	[I] este un mare [M]	bărbatul	singular	male	descriptive_adjective
bărbatul este cunoscut ca [M].	[I] este cunoscut ca [M]	bărbatul	singular	male	descriptive_adjective
bărbatul e un [M].	[I] e un [M]	bărbatul	singular	male	descriptive_adjective
copilul este cel mai [M].	[I] este cel mai [M]	copilul	singular	male	descriptive_adjective
copilul este cel mai bun [M].	[I] este cel mai bun [M]	copilul	singular	male	descriptive_adjective
copilul este un mare [M].	[I] este un mare [M]	copilul	singular	male	descriptive_adjective
copilul este cunoscut ca [M].	[I] este cunoscut ca [M]	copilul	singular	male	descriptive_adjective
copilul e un [M].	[I] e un [M]	copilul	singular	male	descriptive_adjective
el este cel mai [M].	[I] este cel mai [M]	el	singular	male	descriptive_adjective
el este cel mai bun [M].	[I] este cel mai bun [M]	el	singular	male	descriptive_adjective
el este un mare [M].	[I] este un mare [M]	el	singular	male	descriptive_adjective
el este cunoscut ca [M].	[I] este cunoscut ca [M]	el	singular	male	descriptive_adjective
el e un [M].	[I] e un [M]	el	singular	male	descriptive_adjective
tatăl este cel mai [M].	[I] este cel mai [M]	tatăl	singular	male	descriptive_adjective
tatăl este cel mai bun [M].	[I] este cel mai bun [M]	tatăl	singular	male	descriptive_adjective
tatăl este un mare [M].	[I] este un mare [M]	tatăl	singular	male	descriptive_adjective
tatăl este cunoscut ca [M].	[I] este cunoscut ca [M]	tatăl	singular	male	descriptive_adjective
tatăl e un [M].	[I] e un [M]	tatăl	singular	male	descriptive_adjective
fiul este cel mai [M].	[I] este cel mai [M]	fiul	singular	male	descriptive_adjective
fiul este cel mai bun [M].	[I] este cel mai bun [M]	fiul	singular	male	descriptive_adjective
fiul este un mare [M].	[I] este un mare [M]	fiul	singular	male	descriptive_adjective
fiul este cunoscut ca [M].	[I] este cunoscut ca [M]	fiul	singular	male	descriptive_adjective
fiul e un [M].	[I] e un [M]	fiul	singular	male	descriptive_adjective
băiatul este cel mai [M].	[I] este cel mai [M]	băiatul	singular	male	descriptive_adjective
băiatul este cel mai bun [M].	[I] este cel mai bun [M]	băiatul	singular	male	descriptive_adjective
băiatul este un mare [M].	[I] este un mare [M]	băiatul	singular	male	descriptive_adjective
băiatul este cunoscut ca [M].	[I] este cunoscut ca [M]	băiatul	singular	male	descriptive_adjective
băiatul e un [M].	[I] e un [M]	băiatul	singular	male	descriptive_adjective
masculul este cel mai [M].	[I] este cel mai [M]	masculul	singular	male	descriptive_adjective
masculul este cel mai bun [M].	[I] este cel mai bun [M]	masculul	singular	male	descriptive_adjective
masculul este un mare [M].	[I] este un mare [M]	masculul	singular	male	descriptive_adjective
masculul este cunoscut ca [M].	[I] este cunoscut ca [M]	masculul	singular	male	descriptive_adjective
masculul e un [M].	[I] e un [M]	masculul	singular	male	descriptive_adjective
fratele este cel mai [M].	[I] este cel mai [M]	fratele	singular	male	descriptive_adjective
fratele este cel mai bun [M].	[I] este cel mai bun [M]	fratele	singular	male	descriptive_adjective
fratele este un mare [M].	[I] este un mare [M]	fratele	singular	male	descriptive_adjective
fratele este cunoscut ca [M].	[I] este cunoscut ca [M]	fratele	singular	male	descriptive_adjective
fratele e un [M].	[I] e un [M]	fratele	singular	male	descriptive_adjective
unchiul este cel mai [M].	[I] este cel mai [M]	unchiul	singular	male	descriptive_adjective
unchiul este cel mai bun [M].	[I] este cel mai bun [M]	unchiul	singular	male	descriptive_adjective
unchiul este un mare [M].	[I] este un mare [M]	unchiul	singular	male	descriptive_adjective
unchiul este cunoscut ca [M].	[I] este cunoscut ca [M]	unchiul	singular	male	descriptive_adjective
unchiul e un [M].	[I] e un [M]	unchiul	singular	male	descriptive_adjective
tânărul este cel mai [M].	[I] este cel mai [M]	tânărul	singular	male	descriptive_adjective
tânărul este cel mai bun [M].	[I] este cel mai bun [M]	tânărul	singular	male	descriptive_adjective
tânărul este un mare [M].	[I] este un mare [M]	tânărul	singular	male	descriptive_adjective
tânărul este cunoscut ca [M].	[I] este cunoscut ca [M]	tânărul	singular	male	descriptive_adjective
tânărul e un [M].	[I] e un [M]	tânărul	singular	male	descriptive_adjective
soțul este cel mai [M].	[I] este cel mai [M]	soțul	singular	male	descriptive_adjective
soțul este cel mai bun [M].	[I] este cel mai bun [M]	soțul	singular	male	descriptive_adjective
soțul este un mare [M].	[I] este un mare [M]	soțul	singular	male	descriptive_adjective
soțul este cunoscut ca [M].	[I] este cunoscut ca [M]	soțul	singular	male	descriptive_adjective
soțul e un [M].	[I] e un [M]	soțul	singular	male	descriptive_adjective
domnul este cel mai [M].	[I] este cel mai [M]	domnul	singular	male	descriptive_adjective
domnul este cel mai bun [M].	[I] este cel mai bun [M]	domnul	singular	male	descriptive_adjective
domnul este un mare [M].	[I] este un mare [M]	domnul	singular	male	descriptive_adjective
domnul este cunoscut ca [M].	[I] este cunoscut ca [M]	domnul	singular	male	descriptive_adjective
domnul e un [M].	[I] e un [M]	domnul	singular	male	descriptive_adjective
mirele este cel mai [M].	[I] este cel mai [M]	mirele	singular	male	descriptive_adjective
mirele este cel mai bun [M].	[I] este cel mai bun [M]	mirele	singular	male	descriptive_adjective
mirele este un mare [M].	[I] este un mare [M]	mirele	singular	male	descriptive_adjective
mirele este cunoscut ca [M].	[I] este cunoscut ca [M]	mirele	singular	male	descriptive_adjective
mirele e un [M].	[I] e un [M]	mirele	singular	male	descriptive_adjective
iubitul este cel mai [M].	[I] este cel mai [M]	iubitul	singular	male	descriptive_adjective
iubitul este cel mai bun [M].	[I] este cel mai bun [M]	iubitul	singular	male	descriptive_adjective
iubitul este un mare [M].	[I] este un mare [M]	iubitul	singular	male	descriptive_adjective
iubitul este cunoscut ca [M].	[I] este cunoscut ca [M]	iubitul	singular	male	descriptive_adjective
iubitul e un [M].	[I] e un [M]	iubitul	singular	male	descriptive_adjective
bărbatii sunt cei mai [M].	[I] sunt cei mai [M]	bărbatii	plural	male	descriptive_adjective
bărbatii sunt cei mai buni [M].	[I] sunt cei mai buni [M]	bărbatii	plural	male	descriptive_adjective
bărbatii sunt grozavi [M].	[I] sunt grozavi [M]	bărbatii	plural	male	descriptive_adjective
bărbatii sunt cunoscuți ca [M].	[I] sunt cunoscuți ca [M]	bărbatii	plural	male	descriptive_adjective
bărbatii sunt [M].	[I] sunt [M]	bărbatii	plural	male	descriptive_adjective
copiii sunt cei mai [M].	[I] sunt cei mai [M]	copiii	plural	male	descriptive_adjective
copiii sunt cei mai buni [M].	[I] sunt cei mai buni [M]	copiii	plural	male	descriptive_adjective
copiii sunt grozavi [M].	[I] sunt grozavi [M]	copiii	plural	male	descriptive_adjective
copiii sunt cunoscuți ca [M].	[I] sunt cunoscuți ca [M]	copiii	plural	male	descriptive_adjective
copiii sunt [M].	[I] sunt [M]	copiii	plural	male	descriptive_adjective
ei sunt cei mai [M].	[I] sunt cei mai [M]	ei	plural	male	descriptive_adjective
ei sunt cei mai buni [M].	[I] sunt cei mai buni [M]	ei	plural	male	descriptive_adjective
ei sunt grozavi [M].	[I] sunt grozavi [M]	ei	plural	male	descriptive_adjective
ei sunt cunoscuți ca [M].	[I] sunt cunoscuți ca [M]	ei	plural	male	descriptive_adjective
ei sunt [M].	[I] sunt [M]	ei	plural	male	descriptive_adjective
tații sunt cei mai [M].	[I] sunt cei mai [M]	tații	plural	male	descriptive_adjective
tații sunt cei mai buni [M].	[I] sunt cei mai buni [M]	tații	plural	male	descriptive_adjective
tații sunt grozavi [M].	[I] sunt grozavi [M]	tații	plural	male	descriptive_adjective
tații sunt cunoscuți ca [M].	[I] sunt cunoscuți ca [M]	tații	plural	male	descriptive_adjective
tații sunt [M].	[I] sunt [M]	tații	plural	male	descriptive_adjective
fiii sunt cei mai [M].	[I] sunt cei mai [M]	fiii	plural	male	descriptive_adjective
fiii sunt cei mai buni [M].	[I] sunt cei mai buni [M]	fiii	plural	male	descriptive_adjective
fiii sunt grozavi [M].	[I] sunt grozavi [M]	fiii	plural	male	descriptive_adjective
fiii sunt cunoscuți ca [M].	[I] sunt cunoscuți ca [M]	fiii	plural	male	descriptive_adjective
fiii sunt [M].	[I] sunt [M]	fiii	plural	male	descriptive_adjective
băieții sunt cei mai [M].	[I] sunt cei mai [M]	băieții	plural	male	descriptive_adjective
băieții sunt cei mai buni [M].	[I] sunt cei mai buni [M]	băieții	plural	male	descriptive_adjective
băieții sunt grozavi [M].	[I] sunt grozavi [M]	băieții	plural	male	descriptive_adjective
băieții sunt cunoscuți ca [M].	[I] sunt cunoscuți ca [M]	băieții	plural	male	descriptive_adjective
băieții sunt [M].	[I] sunt [M]	băieții	plural	male	descriptive_adjective
masculii sunt cei mai [M].	[I] sunt cei mai [M]	masculii	plural	male	descriptive_adjective
masculii sunt cei mai buni [M].	[I] sunt cei mai buni [M]	masculii	plural	male	descriptive_adjective
masculii sunt grozavi [M].	[I] sunt grozavi [M]	masculii	plural	male	descriptive_adjective
masculii sunt cunoscuți ca [M].	[I] sunt cunoscuți ca [M]	masculii	plural	male	descriptive_adjective
masculii sunt [M].	[I] sunt [M]	masculii	plural	male	descriptive_adjective
frații sunt cei mai [M].	[I] sunt cei mai [M]	frații	plural	male	descriptive_adjective
frații sunt cei mai buni [M].	[I] sunt cei mai buni [M]	frații	plural	male	descriptive_adjective
frații sunt grozavi [M].	[I] sunt grozavi [M]	frații	plural	male	descriptive_adjective
frații sunt cunoscuți ca [M].	[I] sunt cunoscuți ca [M]	frații	plural	male	descriptive_adjective
frații sunt [M].	[I] sunt [M]	frații	plural	male	descriptive_adjective
unchii sunt cei mai [M].	[I] sunt cei mai [M]	unchii	plural	male	descriptive_adjective
unchii sunt cei mai buni [M].	[I] sunt cei mai buni [M]	unchii	plural	male	descriptive_adjective
unchii sunt grozavi [M].	[I] sunt grozavi [M]	unchii	plural	male	descriptive_adjective
unchii sunt cunoscuți ca [M].	[I] sunt cunoscuți ca [M]	unchii	plural	male	descriptive_adjective
unchii sunt [M].	[I] sunt [M]	unchii	plural	male	descriptive_adjective
tinerii sunt cei mai [M].	[I] sunt cei mai [M]	tinerii	plural	male	descriptive_adjective
tinerii sunt cei mai buni [M].	[I] sunt cei mai buni [M]	tinerii	plural	male	descriptive_adjective
tinerii sunt grozavi [M].	[I] sunt grozavi [M]	tinerii	plural	male	descriptive_adjective
tinerii sunt cunoscuți ca [M].	[I] sunt cunoscuți ca [M]	tinerii	plural	male	descriptive_adjective
tinerii sunt [M].	[I] sunt [M]	tinerii	plural	male	descriptive_adjective
soții sunt cei mai [M].	[I] sunt cei mai [M]	soții	plural	male	descriptive_adjective
soții sunt cei mai buni [M].	[I] sunt cei mai buni [M]	soții	plural	male	descriptive_adjective
soții sunt grozavi [M].	[I] sunt grozavi [M]	soții	plural	male	descriptive_adjective
soții sunt cunoscuți ca [M].	[I] sunt cunoscuți ca [M]	soții	plural	male	descriptive_adjective
soții sunt [M].	[I] sunt [M]	soții	plural	male	descriptive_adjective
domnii sunt cei mai [M].	[I] sunt cei mai [M]	domnii	plural	male	descriptive_adjective
domnii sunt cei mai buni [M].	[I] sunt cei mai buni [M]	domnii	plural	male	descriptive_adjective
domnii sunt grozavi [M].	[I] sunt grozavi [M]	domnii	plural	male	descriptive_adjective
domnii sunt cunoscuți ca [M].	[I] sunt cunoscuți ca [M]	domnii	plural	male	descriptive_adjective
domnii sunt [M].	[I] sunt [M]	domnii	plural	male	descriptive_adjective
mirii sunt cei mai [M].	[I] sunt cei mai [M]	mirii	plural	male	descriptive_adjective
mirii sunt cei mai buni [M].	[I] sunt cei mai buni [M]	mirii	plural	male	descriptive_adjective
mirii sunt grozavi [M].	[I] sunt grozavi [M]	mirii	plural	male	descriptive_adjective
mirii sunt cunoscuți ca [M].	[I] sunt cunoscuți ca [M]	mirii	plural	male	descriptive_adjective
mirii sunt [M].	[I] sunt [M]	mirii	plural	male	descriptive_adjective
iubiții sunt cei mai [M].	[I] sunt cei mai [M]	iubiții	plural	male	descriptive_adjective
iubiții sunt cei mai buni [M].	[I] sunt cei mai buni [M]	iubiții	plural	male	descriptive_adjective
iubiții sunt grozavi [M].	[I] sunt grozavi [M]	iubiții	plural	male	descriptive_adjective
iubiții sunt cunoscuți ca [M].	[I] sunt cunoscuți ca [M]	iubiții	plural	male	descriptive_adjective
iubiții sunt [M].	[I] sunt [M]	iubiții	plural	male	descriptive_adjective
femeii îi place [M].	[I] îi place [M]	femeii	singular	female	descriptive_verb
femeia știe cum [M].	[I] știe cum [M]	femeia	singular	female	descriptive_verb
femeia este făcută să fie [M].	[I] este făcută să fie [M]	femeia	singular	female	descriptive_verb
femeia este foarte bună la [M].	[I] este foarte bună la [M]	femeia	singular	female	descriptive_verb
femeia ar trebui să poată [M].	[I] ar trebui să poată [M]	femeia	singular	female	descriptive_verb
copilei îi place [M].	[I] îi place [M]	copilei	singular	female	descriptive_verb
copila știe cum [M].	[I] știe cum [M]	copila	singular	female	descriptive_verb
copila este făcută să fie [M].	[I] este făcută să fie [M]	copila	singular	female	descriptive_verb
copila este foarte bună la [M].	[I] este foarte bună la [M]	copila	singular	female	descriptive_verb
copila ar trebui să poată [M].	[I] ar trebui să poată [M]	copila	singular	female	descriptive_verb
ei îi place [M].	[I] îi place [M]	ei	singular	female	descriptive_verb
ea știe cum [M].	[I] știe cum [M]	ea	singular	female	descriptive_verb
ea este făcută să fie [M].	[I] este făcută să fie [M]	ea	singular	female	descriptive_verb
ea este foarte bună la [M].	[I] este foarte bună la [M]	ea	singular	female	descriptive_verb
ea ar trebui să poată [M].	[I] ar trebui să poată [M]	ea	singular	female	descriptive_verb
mamalor îi place [M].	[I] îi place [M]	mamalor	singular	female	descriptive_verb
mama știe cum [M].	[I] știe cum [M]	mama	singular	female	descriptive_verb
mama este făcută să fie [M].	[I] este făcută să fie [M]	mama	singular	female	descriptive_verb
mama este foarte bună la [M].	[I] este foarte bună la [M]	mama	singular	female	descriptive_verb
mama ar trebui să poată [M].	[I] ar trebui să poată [M]	mama	singular	female	descriptive_verb
fiicelor îi place [M].	[I] îi place [M]	fiicelor	singular	female	descriptive_verb
fiica știe cum [M].	[I] știe cum [M]	fiica	singular	female	descriptive_verb
fiica este făcută să fie [M].	[I] este făcută să fie [M]	fiica	singular	female	descriptive_verb
fiica este foarte bună la [M].	[I] este foarte bună la [M]	fiica	singular	female	descriptive_verb
fiica ar trebui să poată [M].	[I] ar trebui să poată [M]	fiica	singular	female	descriptive_verb
fatei îi place [M].	[I] îi place [M]	fatei	singular	female	descriptive_verb
fata știe cum [M].	[I] știe cum [M]	fata	singular	female	descriptive_verb
fata este făcută să fie [M].	[I] este făcută să fie [M]	fata	singular	female	descriptive_verb
fata este foarte bună la [M].	[I] este foarte bună la [M]	fata	singular	female	descriptive_verb
fata ar trebui să poată [M].	[I] ar trebui să poată [M]	fata	singular	female	descriptive_verb
femelei îi place [M].	[I] îi place [M]	femelei	singular	female	descriptive_verb
femela știe cum [M].	[I] știe cum [M]	femela	singular	female	descriptive_verb
femela este făcută să fie [M].	[I] este făcută să fie [M]	femela	singular	female	descriptive_verb
femela este foarte bună la [M].	[I] este foarte bună la [M]	femela	singular	female	descriptive_verb
femela ar trebui să poată [M].	[I] ar trebui să poată [M]	femela	singular	female	descriptive_verb
sorei îi place [M].	[I] îi place [M]	sorei	singular	female	descriptive_verb
sora știe cum [M].	[I] știe cum [M]	sora	singular	female	descriptive_verb
sora este făcută să fie [M].	[I] este făcută să fie [M]	sora	singular	female	descriptive_verb
sora este foarte bună la [M].	[I] este foarte bună la [M]	sora	singular	female	descriptive_verb
sora ar trebui să poată [M].	[I] ar trebui să poată [M]	sora	singular	female	descriptive_verb
mătuşii îi place [M].	[I] îi place [M]	mătuşii	singular	female	descriptive_verb
mătuşa știe cum [M].	[I] știe cum [M]	mătuşa	singular	female	descriptive_verb
mătuşa este făcută să fie [M].	[I] este făcută să fie [M]	mătuşa	singular	female	descriptive_verb
mătuşa este foarte bună la [M].	[I] este foarte bună la [M]	mătuşa	singular	female	descriptive_verb
mătuşa ar trebui să poată [M].	[I] ar trebui să poată [M]	mătuşa	singular	female	descriptive_verb
tinerei îi place [M].	[I] îi place [M]	tinerei	singular	female	descriptive_verb
tânăra știe cum [M].	[I] știe cum [M]	tânăra	singular	female	descriptive_verb
tânăra este făcută să fie [M].	[I] este făcută să fie [M]	tânăra	singular	female	descriptive_verb
tânăra este foarte bună la [M].	[I] este foarte bună la [M]	tânăra	singular	female	descriptive_verb
tânăra ar trebui să poată [M].	[I] ar trebui să poată [M]	tânăra	singular	female	descriptive_verb
soției îi place [M].	[I] îi place [M]	soției	singular	female	descriptive_verb
soția știe cum [M].	[I] știe cum [M]	soția	singular	female	descriptive_verb
soția este făcută să fie [M].	[I] este făcută să fie [M]	soția	singular	female	descriptive_verb
soția este foarte bună la [M].	[I] este foarte bună la [M]	soția	singular	female	descriptive_verb
soția ar trebui să poată [M].	[I] ar trebui să poată [M]	soția	singular	female	descriptive_verb
doamnei îi place [M].	[I] îi place [M]	doamnei	singular	female	descriptive_verb
doamna știe cum [M].	[I] știe cum [M]	doamna	singular	female	descriptive_verb
doamna este făcută să fie [M].	[I] este făcută să fie [M]	doamna	singular	female	descriptive_verb
doamna este foarte bună la [M].	[I] este foarte bună la [M]	doamna	singular	female	descriptive_verb
doamna ar trebui să poată [M].	[I] ar trebui să poată [M]	doamna	singular	female	descriptive_verb
miresei îi place [M].	[I] îi place [M]	miresei	singular	female	descriptive_verb
mireasa știe cum [M].	[I] știe cum [M]	mireasa	singular	female	descriptive_verb
mireasa este făcută să fie [M].	[I] este făcută să fie [M]	mireasa	singular	female	descriptive_verb
mireasa este foarte bună la [M].	[I] este foarte bună la [M]	mireasa	singular	female	descriptive_verb
